Dimension-1 Parameter,Dimension-1 Value,Coherence_NG3_L4_SS_L4_Mean_mean,GrCaus_NG3_L4_SS_L4_Information_mean,NormError_SimErr_mean,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_mean
delay_CI_CI,0.5,0.414041400354,3.89297626495,1.80007709695,0.0569714209781
delay_CI_CI,0.75,0.4199686599,3.86997537967,1.76234535127,0.0574352631208
delay_CI_CI,1.0,0.41480720931,3.88159933434,1.7547362585,0.0518744862124
delay_CI_CI,1.25,0.410431178153,3.77235502115,1.73203387321,0.0543066921715
delay_CI_CI,1.5,0.403571560915,3.75217724248,1.7285555468,0.0529243560027
delay_CI_CI,1.75,0.404907737203,3.74808755501,1.72152884268,0.0527903932423
delay_CI_CI,2.0,0.401611221063,3.73501471631,1.70995410872,0.0543973596242
delay_CI_CI,2.25,0.390317476364,3.6806358029,1.67112053929,0.0524125827329
delay_CI_CI,2.5,0.396921852993,3.77033664714,1.692748628,0.0522386410712
delay_CI_CI,2.75,0.400530761239,3.77558442463,1.66224824971,0.0618768038254
delay_CI_CI,3.0,0.405564425368,3.65922722784,1.7033493814,0.056256117649
delay_CI_CI,3.25,0.406501857598,3.66753711167,1.72358215824,0.060616632031
delay_CI_CI,3.5,0.393230615037,3.68765233102,1.67451523326,0.0595436019237
delay_CI_CI,3.75,0.399349571242,3.64049077101,1.68791190052,0.0588678146935
delay_CI_CI,4.0,0.404857670945,3.68180995629,1.69480561916,0.0608401790954
delay_CI_CI,4.25,0.401722354491,3.66175908668,1.69800647638,0.0644172864206
delay_CI_CI,4.5,0.398939908227,3.68585456718,1.64136336387,0.0681472094532
delay_CI_CI,4.75,0.388902910139,3.67855561767,1.62057430018,0.0672627955937
delay_CI_CI,5.0,0.398532819731,3.76317287972,1.64937303865,0.0702208388232
delay_CI_CI,5.25,0.400234987432,3.74905635445,1.6378554089,0.0718367920144
delay_CI_CI,5.5,0.405118245693,3.63376470998,1.61448367194,0.0711184345552
delay_CI_CI,5.75,0.399862029523,3.59142022023,1.61248515477,0.0722848608002
delay_CI_CI,6.0,0.3862493506,3.62796684411,1.61460026585,0.0713542757959
delay_CI_CI,6.25,0.392781846877,3.67170017757,1.57931820102,0.0780161227133
delay_CI_CI,6.5,0.390619260281,3.66682587596,1.61241611993,0.0800348631327
delay_CI_CI,6.75,0.406686088512,3.73300015361,1.61746830991,0.0774603398036
delay_CI_CI,7.0,0.408041387929,3.71626171196,1.64395815664,0.0833927308611
delay_CI_CI,7.25,0.398179970847,3.68252705646,1.57088563091,0.089263780206
delay_CI_CI,7.5,0.401286855196,3.67146570373,1.59159350451,0.077569091242
delay_CI_CI,7.75,0.402428567735,3.71641367946,1.63312914465,0.0806612285979
delay_CI_CI,8.0,0.403136116565,3.81854524129,1.58152227347,0.0866116440675
