Dimension-1 Parameter,Dimension-1 Value,Coherence_NG3_L4_SS_L4_Mean_mean,GrCaus_NG3_L4_SS_L4_Information_mean,NormError_SimErr_mean,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_mean
delay_CI_CI,0.5,0.23153610681,2.12607640728,1.56580295898,0.0373045821056
delay_CI_CI,0.75,0.229610122201,2.10384866862,1.56331075075,0.0380816334449
delay_CI_CI,1.0,0.228740637357,2.09594620513,1.55671684426,0.0386203573305
delay_CI_CI,1.25,0.228351361476,2.07950188466,1.5523636327,0.03797538207
delay_CI_CI,1.5,0.228997278756,2.07091994728,1.55343854233,0.0376970020715
delay_CI_CI,1.75,0.229236180068,2.08856829612,1.5497726145,0.0387468544492
delay_CI_CI,2.0,0.229289560524,2.10537307355,1.54875674468,0.0367566029571
delay_CI_CI,2.25,0.229037644298,2.09828803973,1.55023074102,0.0368030337835
delay_CI_CI,2.5,0.228731060162,2.10417895119,1.54917576011,0.0366741657056
delay_CI_CI,2.75,0.227516519096,2.09888425675,1.55111417574,0.0364431528882
delay_CI_CI,3.0,0.227745001606,2.10939176428,1.54697040764,0.0355022446619
delay_CI_CI,3.25,0.227488452718,2.11014365635,1.54742401598,0.0361233029561
delay_CI_CI,3.5,0.227771335622,2.12116242748,1.5469927813,0.0355771116324
delay_CI_CI,3.75,0.229267623559,2.1328806113,1.54201951469,0.0356396756547
delay_CI_CI,4.0,0.229285402619,2.14848914835,1.53712910425,0.0362077478503
delay_CI_CI,4.25,0.23030471571,2.16180082889,1.53932609368,0.035146568837
delay_CI_CI,4.5,0.230706204043,2.17063851783,1.53988227341,0.0351079501948
delay_CI_CI,4.75,0.231573203332,2.15956530135,1.53766196103,0.0364312416649
delay_CI_CI,5.0,0.232300300983,2.17059480697,1.53948971981,0.0366640070016
delay_CI_CI,5.25,0.232938336884,2.18624690027,1.54850111493,0.0354513095468
delay_CI_CI,5.5,0.232902403947,2.19615920174,1.54396528624,0.0342891834336
delay_CI_CI,5.75,0.232891122617,2.21210254704,1.54179179465,0.0356258979606
delay_CI_CI,6.0,0.234222587934,2.20903305926,1.544592102,0.0375117314891
delay_CI_CI,6.25,0.234349474979,2.21860951407,1.52919963347,0.0367788417662
delay_CI_CI,6.5,0.235110406452,2.22384433939,1.52631782029,0.0373457520526
delay_CI_CI,6.75,0.231803699869,2.19594135879,1.52088551839,0.0378422267723
delay_CI_CI,7.0,0.232206951351,2.19565079653,1.51857606709,0.0370114581434
delay_CI_CI,7.25,0.23328457242,2.21342830407,1.51791510799,0.0362043344671
delay_CI_CI,7.5,0.233519819397,2.21078778502,1.51307525875,0.0361196180938
delay_CI_CI,7.75,0.233515515162,2.21798891237,1.51389601747,0.0355538903747
delay_CI_CI,8.0,0.233363914906,2.20880092523,1.5116290154,0.0362067812167
delay_CI_CI,8.25,0.233006526892,2.22608917577,1.50783936643,0.0371533573981
