Dimension-1 Parameter,Dimension-1 Value,Coherence_NG3_L4_SS_L4_Sum_mean,GrCaus_NG3_L4_SS_L4_Information_mean,NormError_SimErr_mean,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_mean
delay_CI_CI,22.5,8.35231339825,2.30514548372,1.54918014212,0.0410360494083
delay_CI_CI,22.75,8.46544045596,2.29675803799,1.55053628753,0.0430343762679
delay_CI_CI,23.0,8.4188232073,2.30949242013,1.54291970188,0.0428832933295
delay_CI_CI,23.25,8.45960359647,2.31431391858,1.54677731208,0.0411372848023
delay_CI_CI,23.5,8.41059780699,2.30453360879,1.54097240459,0.0418964007032
delay_CI_CI,23.75,8.4254461883,2.30679495872,1.5302977268,0.043839218992
delay_CI_CI,24.0,8.36207797825,2.27884246772,1.51995784722,0.0433404558732
delay_CI_CI,24.25,8.32493437478,2.25792636256,1.50636168256,0.0418366383126
delay_CI_CI,24.5,8.35430485354,2.24096703646,1.51285018643,0.0430378498316
delay_CI_CI,24.75,8.31431334557,2.25614986391,1.50718744433,0.0397917203966
