Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,Coherence_NG3_L4_SS_L4_Sum_accuracy,GrCaus_NG3_L4_SS_L4_Information_accuracy,NormError_SimErr_accuracy,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_accuracy,Coherence_NG3_L4_SS_L4_Sum_p,GrCaus_NG3_L4_SS_L4_Information_p,NormError_SimErr_p,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_p,Coherence_NG3_L4_SS_L4_Sum_conf_min,GrCaus_NG3_L4_SS_L4_Information_conf_min,NormError_SimErr_conf_min,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_min,Coherence_NG3_L4_SS_L4_Sum_conf_max,GrCaus_NG3_L4_SS_L4_Information_conf_max,NormError_SimErr_conf_max,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_max
gL,1.0,gL_1,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.884,1.0,1.0,1.0,1.0
gL,1.0,gL_1,1.5,1.0,1.0,1.0,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.828,1.0,1.0,1.0,0.999
gL,1.0,gL_1,2.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.884,1.0,1.0,1.0,1.0
gL,1.0,gL_1,3.5,1.0,1.0,1.0,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.735,1.0,1.0,1.0,0.979
gL,1.0,gL_1,4.5,1.0,1.0,1.0,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.779,1.0,1.0,1.0,0.992
gL,1.0,gL_1,5.5,1.0,1.0,1.0,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.779,1.0,1.0,1.0,0.992
gL,1.0,gL_1,6.5,1.0,1.0,1.0,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.735,1.0,1.0,1.0,0.979
gL,1.0,gL_1,7.5,1.0,1.0,1.0,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.735,1.0,1.0,1.0,0.979
gL,1.0,gL_1,8.5,1.0,1.0,1.0,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.693,1.0,1.0,1.0,0.962
gL,1.0,gL_1,9.5,0.966666666667,1.0,1.0,0.9,0.0,0.0,0.0,0.0,0.828,0.884,0.884,0.735,0.999,1.0,1.0,0.979
