Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,Coherence_NG3_L4_SS_L4_Mean_mean,GrCaus_NG3_L4_SS_L4_Information_mean,NormError_SimErr_mean,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_mean
gL,1.0,gL_1,0.5,0.296019852092,2.78623967275,2.18751530666,0.0379660279781
gL,1.0,gL_1,1.5,0.274545979288,2.54416316359,1.95376213118,0.0398680852208
gL,1.0,gL_1,2.5,0.248433827332,2.30497811093,1.78641799719,0.0383351611239
gL,1.0,gL_1,3.5,0.229858742888,2.10928583107,1.58682949564,0.0368288923565
gL,1.0,gL_1,4.5,0.19575936939,1.67515436925,1.43402254383,0.0312481011914
gL,1.0,gL_1,5.5,0.176690019792,1.2376640184,1.3537384774,0.0278252362231
gL,1.0,gL_1,6.5,0.159979353597,0.685321788642,1.3485737289,0.0211595956761
gL,1.0,gL_1,7.5,0.149276129919,0.45910536807,1.3707590704,0.0199112607645
gL,1.0,gL_1,8.5,0.139781138944,0.05211553615,1.44118008365,0.0165723543229
gL,1.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,1.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,1.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,1.0,gL_1,12.5,,,,0.0
gL,1.0,gL_1,13.5,,,,0.0
gL,1.0,gL_1,14.5,,,,0.0
gL,2.0,gL_1,0.5,0.333357214764,3.15514607518,2.18227736342,0.0404339782137
gL,2.0,gL_1,1.5,0.299245855432,2.8283631866,1.97549671407,0.0384009640368
gL,2.0,gL_1,2.5,0.257808558897,2.44166093696,1.80466937484,0.0384260380092
gL,2.0,gL_1,3.5,0.234116172995,2.15020880154,1.59383119514,0.0372424242714
gL,2.0,gL_1,4.5,0.198541408411,1.70406813963,1.44580393024,0.0302346719115
gL,2.0,gL_1,5.5,0.177929819745,1.25149378898,1.35408252005,0.0276606379222
gL,2.0,gL_1,6.5,0.159883520317,0.661804271053,1.34773761466,0.0221158407189
gL,2.0,gL_1,7.5,0.149070660399,0.457997561303,1.36925776568,0.0195383931246
gL,2.0,gL_1,8.5,0.13963723656,-0.00207848017774,1.45452802325,0.016396996423
gL,2.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,2.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,2.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,2.0,gL_1,12.5,,,,0.0
gL,2.0,gL_1,13.5,,,,0.0
gL,2.0,gL_1,14.5,,,,0.0
gL,3.0,gL_1,0.5,0.384840566591,3.55157154014,2.15320688735,0.0482659902743
gL,3.0,gL_1,1.5,0.325268476931,3.00631539402,2.04701210303,0.040643049598
gL,3.0,gL_1,2.5,0.272925120715,2.58824761173,1.85521267674,0.0409500627759
gL,3.0,gL_1,3.5,0.237089067888,2.24500047181,1.61263696754,0.0396175433362
gL,3.0,gL_1,4.5,0.199571372013,1.72997403716,1.44213552972,0.0333627897551
gL,3.0,gL_1,5.5,0.177718287771,1.25555722255,1.35598184864,0.0279404687708
gL,3.0,gL_1,6.5,0.16004476098,0.742460616404,1.36122223853,0.0228407687015
gL,3.0,gL_1,7.5,0.148449885789,0.457599763479,1.37309375377,0.019096041855
gL,3.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,3.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,3.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,3.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,3.0,gL_1,12.5,,,,0.0
gL,3.0,gL_1,13.5,,,,0.0
gL,3.0,gL_1,14.5,,,,0.0
gL,4.0,gL_1,0.5,0.436308705905,4.01612442577,2.15072241982,0.0678158474276
gL,4.0,gL_1,1.5,0.359143879627,3.34491362125,2.07142221999,0.042670057487
gL,4.0,gL_1,2.5,0.289552031681,2.75124194847,1.86091115635,0.0381735565483
gL,4.0,gL_1,3.5,0.241213608218,2.26381886601,1.60219016688,0.0377845851315
gL,4.0,gL_1,4.5,0.20160565376,1.77433247932,1.44182312263,0.0337525564836
gL,4.0,gL_1,5.5,0.17792839017,1.30124658705,1.3611063455,0.0271735413404
gL,4.0,gL_1,6.5,0.159636641601,0.744405866771,1.35983819138,0.0218234805508
gL,4.0,gL_1,7.5,0.148335604437,0.447227794586,1.37505910312,0.0196612501788
gL,4.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,4.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,4.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,4.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,4.0,gL_1,12.5,,,,0.0
gL,4.0,gL_1,13.5,,,,0.0
gL,4.0,gL_1,14.5,,,,0.0
gL,5.0,gL_1,0.5,0.462677869828,4.11673945087,2.03381272195,0.109292849485
gL,5.0,gL_1,1.5,0.376951857402,3.5192469912,1.91706980105,0.0479335691996
gL,5.0,gL_1,2.5,0.307540384737,2.95326365587,1.87189116421,0.0391847243165
gL,5.0,gL_1,3.5,0.251876569263,2.39571961966,1.60759678597,0.0391378048486
gL,5.0,gL_1,4.5,0.201915216381,1.78374070757,1.43994462591,0.0325468324911
gL,5.0,gL_1,5.5,0.177571335568,1.29374774854,1.36094348573,0.0269367578633
gL,5.0,gL_1,6.5,0.159516479192,0.760991212551,1.36005904138,0.0213206425636
gL,5.0,gL_1,7.5,0.148694848616,0.458138545027,1.3749074353,0.0202789075295
gL,5.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,5.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,5.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,5.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,5.0,gL_1,12.5,,,,0.0
gL,5.0,gL_1,13.5,,,,0.0
gL,5.0,gL_1,14.5,,,,0.0
gL,6.0,gL_1,0.5,0.465473291115,4.23213921113,2.04745628649,0.141525352133
gL,6.0,gL_1,1.5,0.393124704614,3.70488258714,1.88829933248,0.0775716668224
gL,6.0,gL_1,2.5,0.313595480291,3.02271313551,1.8103655739,0.04073347815
gL,6.0,gL_1,3.5,0.256886462499,2.4814229653,1.62368191121,0.0386281420935
gL,6.0,gL_1,4.5,0.203119243591,1.80580196823,1.43907910798,0.0333692367092
gL,6.0,gL_1,5.5,0.176773127504,1.28734564873,1.35481780362,0.028128667486
gL,6.0,gL_1,6.5,0.159361535073,0.771387305002,1.36402900223,0.0214638008731
gL,6.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,6.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,6.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,6.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,6.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,6.0,gL_1,12.5,,,,0.0
gL,6.0,gL_1,13.5,,,,0.0
gL,6.0,gL_1,14.5,,,,0.0
gL,7.0,gL_1,0.5,0.476577914162,4.23067512248,1.97638061527,0.162551557523
gL,7.0,gL_1,1.5,0.424060505385,3.80864097887,1.8456274196,0.109418615065
gL,7.0,gL_1,2.5,0.316611830748,3.10202118324,1.7615949425,0.040018661305
gL,7.0,gL_1,3.5,0.261648905708,2.52933344174,1.62165638372,0.0386475343913
gL,7.0,gL_1,4.5,0.204343904069,1.83122345404,1.44037555992,0.034014732101
gL,7.0,gL_1,5.5,0.17792998828,1.32792468506,1.35935639752,0.0287156309495
gL,7.0,gL_1,6.5,0.159223740659,0.771747312641,1.36764907416,0.022259346381
gL,7.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,7.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,7.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,7.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,7.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,7.0,gL_1,12.5,,,,0.0
gL,7.0,gL_1,13.5,,,,0.0
gL,7.0,gL_1,14.5,,,,0.0
gL,8.0,gL_1,0.5,0.470511549992,4.29395805062,1.93443267864,0.175243195329
gL,8.0,gL_1,1.5,0.410504024232,3.76368520956,1.81175054317,0.128510910361
gL,8.0,gL_1,2.5,0.327047655741,3.11470979947,1.80056103978,0.0547713491579
gL,8.0,gL_1,3.5,0.266146053786,2.55010641652,1.60899576416,0.0364752877253
gL,8.0,gL_1,4.5,0.206554421928,1.88055484481,1.43972564731,0.0335933534893
gL,8.0,gL_1,5.5,0.178740374671,1.33260371196,1.37638625204,0.0297592409441
gL,8.0,gL_1,6.5,0.159224755462,0.771609855173,1.36766468189,0.022259346381
gL,8.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,8.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,8.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,8.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,8.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,8.0,gL_1,12.5,,,,0.0
gL,8.0,gL_1,13.5,,,,0.0
gL,8.0,gL_1,14.5,,,,0.0
gL,9.0,gL_1,0.5,0.486956482879,4.70039659122,1.89736509528,0.201060493617
gL,9.0,gL_1,1.5,0.444883037936,4.11676751507,1.81196763978,0.159021325418
gL,9.0,gL_1,2.5,0.361279877904,3.45834434298,1.64361506788,0.0909652912087
gL,9.0,gL_1,3.5,0.265398597225,2.52286974705,1.57800073038,0.0403667176555
gL,9.0,gL_1,4.5,0.207471384733,1.90962341894,1.44203613197,0.0327278436662
gL,9.0,gL_1,5.5,0.179156535703,1.34882497094,1.37721256578,0.030684497534
gL,9.0,gL_1,6.5,0.159224755462,0.771609855173,1.36766468189,0.022259346381
gL,9.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,9.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,9.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,9.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,9.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,9.0,gL_1,12.5,,,,0.0
gL,9.0,gL_1,13.5,,,,0.0
gL,9.0,gL_1,14.5,,,,0.0
gL,10.0,gL_1,0.5,0.51097151297,4.75422833122,1.89561703246,0.204044983326
gL,10.0,gL_1,1.5,0.454189979642,4.40239625552,1.75490243459,0.18388956255
gL,10.0,gL_1,2.5,0.364283538337,3.41664905183,1.64355650588,0.113577042093
gL,10.0,gL_1,3.5,0.266913958855,2.51665003818,1.56721919663,0.0412495414836
gL,10.0,gL_1,4.5,0.210633325252,1.89401228192,1.42226505318,0.0321420033912
gL,10.0,gL_1,5.5,0.179316941466,1.35244006746,1.37755415858,0.0305664319835
gL,10.0,gL_1,6.5,0.159224755462,0.771609855173,1.36766468189,0.022259346381
gL,10.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,10.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,10.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,10.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,10.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,10.0,gL_1,12.5,,,,0.0
gL,10.0,gL_1,13.5,,,,0.0
gL,10.0,gL_1,14.5,,,,0.0
gL,11.0,gL_1,0.5,0.517015554594,4.80104435713,1.83914966469,0.207232986136
gL,11.0,gL_1,1.5,0.464232702191,4.29101858771,1.68426687683,0.189976902142
gL,11.0,gL_1,2.5,0.362380130847,3.42979240724,1.59391576246,0.11372683986
gL,11.0,gL_1,3.5,0.263642002647,2.38121376934,1.55708809646,0.048809955005
gL,11.0,gL_1,4.5,0.211184560582,1.90125262746,1.42366177127,0.0317408433152
gL,11.0,gL_1,5.5,0.179316941466,1.35244006746,1.37755415858,0.0305664319835
gL,11.0,gL_1,6.5,0.159224755462,0.771609855173,1.36766468189,0.022259346381
gL,11.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,11.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,11.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,11.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,11.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,11.0,gL_1,12.5,,,,0.0
gL,11.0,gL_1,13.5,,,,0.0
gL,11.0,gL_1,14.5,,,,0.0
gL,12.0,gL_1,0.5,0.536646778408,5.050574697,1.83240064159,0.205626469843
gL,12.0,gL_1,1.5,0.483137878291,4.60598517064,1.70818344862,0.196235404635
gL,12.0,gL_1,2.5,0.430493902193,4.05958567007,1.61116196174,0.158915917475
gL,12.0,gL_1,3.5,0.260429875623,2.48075183841,1.51310691587,0.0478843480894
gL,12.0,gL_1,4.5,0.211713609119,1.90704688185,1.42443962724,0.0313953483687
gL,12.0,gL_1,5.5,0.179316941466,1.35244006746,1.37755415858,0.0305664319835
gL,12.0,gL_1,6.5,0.159224755462,0.771609855173,1.36766468189,0.022259346381
gL,12.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,12.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,12.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,12.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,12.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,12.0,gL_1,12.5,,,,0.0
gL,12.0,gL_1,13.5,,,,0.0
gL,12.0,gL_1,14.5,,,,0.0
gL,13.0,gL_1,0.5,0.561022114763,5.2984168024,1.7999419592,0.209722618929
gL,13.0,gL_1,1.5,0.536915894035,5.14721543954,1.64203541145,0.215504859741
gL,13.0,gL_1,2.5,0.429882149657,4.18811765545,1.57987429805,0.159145463801
gL,13.0,gL_1,3.5,0.267662777466,2.48840615651,1.51713265684,0.0547065083584
gL,13.0,gL_1,4.5,0.211912033486,1.91082468302,1.42566213946,0.0317136475105
gL,13.0,gL_1,5.5,0.179316941466,1.35244006746,1.37755415858,0.0305664319835
gL,13.0,gL_1,6.5,0.159224755462,0.771609855173,1.36766468189,0.022259346381
gL,13.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,13.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,13.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,13.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,13.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,13.0,gL_1,12.5,,,,0.0
gL,13.0,gL_1,13.5,,,,0.0
gL,13.0,gL_1,14.5,,,,0.0
gL,14.0,gL_1,0.5,0.597124458447,5.47036522608,1.85645491704,0.213279240584
gL,14.0,gL_1,1.5,0.555458160919,5.23297205886,1.63180265805,0.207971538163
gL,14.0,gL_1,2.5,0.475916573235,4.61672363525,1.49571117254,0.178943675905
gL,14.0,gL_1,3.5,0.267897109821,2.46731128011,1.53079028008,0.0584797089614
gL,14.0,gL_1,4.5,0.211912239486,1.91071760782,1.42564585506,0.0317200313288
gL,14.0,gL_1,5.5,0.179316941466,1.35244006746,1.37755415858,0.0305664319835
gL,14.0,gL_1,6.5,0.159224755462,0.771609855173,1.36766468189,0.022259346381
gL,14.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,14.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,14.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,14.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,14.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,14.0,gL_1,12.5,,,,0.0
gL,14.0,gL_1,13.5,,,,0.0
gL,14.0,gL_1,14.5,,,,0.0
gL,15.0,gL_1,0.5,0.607426828382,5.60074218289,1.79847322876,0.206130386715
gL,15.0,gL_1,1.5,0.574953241837,5.32257858325,1.6184966745,0.195028042868
gL,15.0,gL_1,2.5,0.504604673249,4.87832223259,1.48368497597,0.182807990291
gL,15.0,gL_1,3.5,0.281219768196,2.5463929171,1.50967102922,0.0665342222715
gL,15.0,gL_1,4.5,0.211912239486,1.91071760782,1.42564585506,0.0317200313288
gL,15.0,gL_1,5.5,0.179316941466,1.35244006746,1.37755415858,0.0305664319835
gL,15.0,gL_1,6.5,0.159224755462,0.771609855173,1.36766468189,0.022259346381
gL,15.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,15.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,15.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,15.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,15.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,15.0,gL_1,12.5,,,,0.0
gL,15.0,gL_1,13.5,,,,0.0
gL,15.0,gL_1,14.5,,,,0.0
gL,16.0,gL_1,0.5,0.634916531592,5.8459192909,1.7422483552,0.201846931636
gL,16.0,gL_1,1.5,0.604836537869,5.69380092172,1.60536554918,0.204158097021
gL,16.0,gL_1,2.5,0.561170127778,5.32730488252,1.44707315896,0.191309591553
gL,16.0,gL_1,3.5,0.295128273848,2.87965576623,1.48991442008,0.0833243028174
gL,16.0,gL_1,4.5,0.211912239486,1.91071760782,1.42564585506,0.0317200313288
gL,16.0,gL_1,5.5,0.179316941466,1.35244006746,1.37755415858,0.0305664319835
gL,16.0,gL_1,6.5,0.159224755462,0.771609855173,1.36766468189,0.022259346381
gL,16.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,16.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,16.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,16.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,16.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,16.0,gL_1,12.5,,,,0.0
gL,16.0,gL_1,13.5,,,,0.0
gL,16.0,gL_1,14.5,,,,0.0
gL,17.0,gL_1,0.5,0.635687930136,5.85481215259,1.73491962791,0.203475356078
gL,17.0,gL_1,1.5,0.619468437867,5.94944043563,1.57354684657,0.200162579817
gL,17.0,gL_1,2.5,0.552591451901,5.22857018875,1.43209879582,0.188664676345
gL,17.0,gL_1,3.5,0.320282648809,3.04742276766,1.48280893341,0.0815592293843
gL,17.0,gL_1,4.5,0.211912239486,1.91071760782,1.42564585506,0.0317200313288
gL,17.0,gL_1,5.5,0.179316941466,1.35244006746,1.37755415858,0.0305664319835
gL,17.0,gL_1,6.5,0.159224755462,0.771609855173,1.36766468189,0.022259346381
gL,17.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,17.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,17.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,17.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,17.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,17.0,gL_1,12.5,,,,0.0
gL,17.0,gL_1,13.5,,,,0.0
gL,17.0,gL_1,14.5,,,,0.0
gL,18.0,gL_1,0.5,0.666519801909,6.05647203244,1.76395891372,0.200982888309
gL,18.0,gL_1,1.5,0.644940418809,5.95643855911,1.56952044222,0.197419441153
gL,18.0,gL_1,2.5,0.601096524844,5.70240791113,1.43186432877,0.185251268265
gL,18.0,gL_1,3.5,0.348726542937,3.35143947405,1.46574176514,0.0923851154428
gL,18.0,gL_1,4.5,0.211912239486,1.91071760782,1.42564585506,0.0317200313288
gL,18.0,gL_1,5.5,0.179316941466,1.35244006746,1.37755415858,0.0305664319835
gL,18.0,gL_1,6.5,0.159224755462,0.771609855173,1.36766468189,0.022259346381
gL,18.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,18.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,18.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,18.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,18.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,18.0,gL_1,12.5,,,,0.0
gL,18.0,gL_1,13.5,,,,0.0
gL,18.0,gL_1,14.5,,,,0.0
gL,19.0,gL_1,0.5,0.674074881899,6.28986103983,1.73658250271,0.201933340832
gL,19.0,gL_1,1.5,0.645232005161,6.03783496485,1.52116596548,0.193922428504
gL,19.0,gL_1,2.5,0.620406838204,5.80870927714,1.41664315758,0.185502037402
gL,19.0,gL_1,3.5,0.349709309355,3.26425072664,1.47860558084,0.085644480042
gL,19.0,gL_1,4.5,0.211912239486,1.91071760782,1.42564585506,0.0317200313288
gL,19.0,gL_1,5.5,0.179316941466,1.35244006746,1.37755415858,0.0305664319835
gL,19.0,gL_1,6.5,0.159224755462,0.771609855173,1.36766468189,0.022259346381
gL,19.0,gL_1,7.5,0.148695703382,0.458139152746,1.37489984331,0.0202789075295
gL,19.0,gL_1,8.5,0.139638409295,-0.00203908871124,1.45452361981,0.016396996423
gL,19.0,gL_1,9.5,0.137634640286,0.0162333423842,1.4400632094,0.00945729354179
gL,19.0,gL_1,10.5,0.138212379738,-0.0497086864825,1.41527996336,0.0049470355459
gL,19.0,gL_1,11.5,0.136830409037,-0.197111652061,1.35640676111,0.000655032682436
gL,19.0,gL_1,12.5,,,,0.0
gL,19.0,gL_1,13.5,,,,0.0
gL,19.0,gL_1,14.5,,,,0.0
gL,20.0,gL_1,0.5,0.690055051766,6.54200822791,1.76837143885,0.203156425381
gL,20.0,gL_1,1.5,0.689604388309,6.42776148132,1.52343301627,0.199802652164
gL,20.0,gL_1,2.5,0.631088485216,5.93163583214,1.40049507217,0.186042709355
gL,20.0,gL_1,3.5,0.364458987059,3.33772728314,1.48564452732,0.0929038480849
