Dimension-1 Parameter,Dimension-1 Value,Coherence_NG3_L4_SS_L4_Sum_accuracy,GrCaus_NG3_L4_SS_L4_Information_accuracy,NormError_SimErr_accuracy,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_accuracy,Coherence_NG3_L4_SS_L4_Sum_p,GrCaus_NG3_L4_SS_L4_Information_p,NormError_SimErr_p,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_p,Coherence_NG3_L4_SS_L4_Sum_conf_min,GrCaus_NG3_L4_SS_L4_Information_conf_min,NormError_SimErr_conf_min,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_min,Coherence_NG3_L4_SS_L4_Sum_conf_max,GrCaus_NG3_L4_SS_L4_Information_conf_max,NormError_SimErr_conf_max,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_max
delay_CI_CI,15.0,1.0,1.0,0.433333333333,0.866666666667,0.0,0.0,0.09,0.0,0.884,0.884,0.255,0.693,1.0,1.0,0.626,0.962
delay_CI_CI,15.25,1.0,1.0,0.5,0.866666666667,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.693,1.0,1.0,0.687,0.962
delay_CI_CI,15.5,1.0,1.0,0.466666666667,0.833333333333,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.653,1.0,1.0,0.657,0.944
delay_CI_CI,15.75,1.0,1.0,0.433333333333,0.866666666667,0.0,0.0,0.09,0.0,0.884,0.884,0.255,0.693,1.0,1.0,0.626,0.962
delay_CI_CI,16.0,1.0,1.0,0.433333333333,0.833333333333,0.0,0.0,0.09,0.0,0.884,0.884,0.255,0.653,1.0,1.0,0.626,0.944
delay_CI_CI,16.25,1.0,1.0,0.4,0.833333333333,0.0,0.0,0.166,0.0,0.884,0.884,0.227,0.653,1.0,1.0,0.594,0.944
delay_CI_CI,16.5,1.0,1.0,0.466666666667,0.833333333333,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.653,1.0,1.0,0.657,0.944
delay_CI_CI,16.75,1.0,1.0,0.433333333333,0.833333333333,0.0,0.0,0.09,0.0,0.884,0.884,0.255,0.653,1.0,1.0,0.626,0.944
delay_CI_CI,17.0,1.0,1.0,0.466666666667,0.9,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.735,1.0,1.0,0.657,0.979
delay_CI_CI,17.25,1.0,1.0,0.5,0.9,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.735,1.0,1.0,0.687,0.979
delay_CI_CI,17.5,1.0,1.0,0.466666666667,0.9,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.735,1.0,1.0,0.657,0.979
delay_CI_CI,17.75,1.0,1.0,0.5,0.8,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.614,1.0,1.0,0.687,0.923
delay_CI_CI,18.0,1.0,1.0,0.466666666667,0.833333333333,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.653,1.0,1.0,0.657,0.944
delay_CI_CI,18.25,1.0,1.0,0.333333333333,0.9,0.0,0.0,0.415,0.0,0.884,0.884,0.173,0.735,1.0,1.0,0.528,0.979
delay_CI_CI,18.5,1.0,1.0,0.4,0.9,0.0,0.0,0.166,0.0,0.884,0.884,0.227,0.735,1.0,1.0,0.594,0.979
delay_CI_CI,18.75,1.0,1.0,0.5,0.8,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.614,1.0,1.0,0.687,0.923
delay_CI_CI,19.0,1.0,1.0,0.433333333333,0.766666666667,0.0,0.0,0.09,0.0,0.884,0.884,0.255,0.577,1.0,1.0,0.626,0.901
delay_CI_CI,19.25,1.0,1.0,0.5,0.833333333333,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.653,1.0,1.0,0.687,0.944
delay_CI_CI,19.5,1.0,1.0,0.466666666667,0.833333333333,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.653,1.0,1.0,0.657,0.944
delay_CI_CI,19.75,1.0,1.0,0.4,0.833333333333,0.0,0.0,0.166,0.0,0.884,0.884,0.227,0.653,1.0,1.0,0.594,0.944
delay_CI_CI,20.0,1.0,1.0,0.5,0.9,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.735,1.0,1.0,0.687,0.979
delay_CI_CI,20.25,1.0,1.0,0.466666666667,0.866666666667,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.693,1.0,1.0,0.657,0.962
delay_CI_CI,20.5,1.0,1.0,0.466666666667,0.9,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.735,1.0,1.0,0.657,0.979
