Dimension-1 Parameter,Dimension-1 Value,Coherence_NG3_L4_SS_L4_Mean_mean,GrCaus_NG3_L4_SS_L4_Information_mean,NormError_SimErr_mean,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_mean
delay_CI_CI,22.0,10.2625036193,2.85102260656,1.89916009503,0.0431313798905
delay_CI_CI,22.25,10.1594519254,2.79442092207,1.905462625,0.0420877087359
delay_CI_CI,22.5,9.99824750483,2.81418813268,1.9208317645,0.042013666161
delay_CI_CI,22.75,10.0839196005,2.80959279975,1.90982701383,0.0416092135908
delay_CI_CI,23.0,10.0993922966,2.82148845057,1.89628363114,0.0400349324008
delay_CI_CI,23.25,10.1219047003,2.83383789411,1.91471250638,0.0416284517505
delay_CI_CI,23.5,10.0456110049,2.80074869011,1.9227554969,0.0416965898794
delay_CI_CI,23.75,10.0361794978,2.80320668797,1.92093200572,0.0397735395588
delay_CI_CI,24.0,10.0545864667,2.84368972313,1.94620485619,0.0403043424222
delay_CI_CI,24.25,10.1150171489,2.82530126668,1.95454237518,0.0389959084176
delay_CI_CI,24.5,10.1376712019,2.78561768552,1.95175269732,0.0387834558855
delay_CI_CI,24.75,10.1810613011,2.77936450088,1.96023428596,0.0410419702104
