Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,Coherence_NG3_L4_SS_L4_Sum_mean,GrCaus_NG3_L4_SS_L4_Information_mean,NormError_SimErr_mean,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_mean
VT,-65.0,VT_1,-67.0,27.6350029796,7.70423818161,1.1729413857,0.308815195829
VT,-65.0,VT_1,-64.0,29.4362210412,8.37199168485,0.961518458238,0.43914804673
VT,-65.0,VT_1,-61.0,14.7870542091,4.06497195754,1.61833960506,0.0779372242197
VT,-65.0,VT_1,-58.0,12.3913650865,3.5131264181,1.76378110455,0.0455229622961
VT,-65.0,VT_1,-55.0,10.8214940623,2.96308670863,1.77797136494,0.0455607079736
VT,-65.0,VT_1,-52.0,9.00088913168,2.54717100201,1.71226653758,0.0369009825075
VT,-65.0,VT_1,-49.0,7.87127932766,2.09670154548,1.62226603906,0.0357346065225
VT,-65.0,VT_1,-46.0,6.64830465356,1.61258833367,1.53390243361,0.0303011024737
VT,-65.0,VT_1,-43.0,5.77906065501,0.976524991112,1.47097791468,0.0298123686193
VT,-65.0,VT_1,-40.0,5.42033125956,0.560956496275,1.44375290342,0.0229215961911
VT,-65.0,VT_1,-37.0,5.0672610651,0.116674711927,1.51599580982,0.0182364261201
VT,-62.0,VT_1,-67.0,25.1889365915,6.45037957023,0.819550783691,0.465053781001
VT,-62.0,VT_1,-64.0,30.3139324667,8.8029338745,0.999758128327,0.422912666458
VT,-62.0,VT_1,-61.0,24.1071515917,6.64575518552,1.23519676202,0.152483558046
VT,-62.0,VT_1,-58.0,13.556742945,3.6990000166,1.73022471896,0.0584741808909
VT,-62.0,VT_1,-55.0,11.9411325359,3.25289571502,1.79788344672,0.0413779031193
VT,-62.0,VT_1,-52.0,9.58121811203,2.67958874199,1.72535257335,0.040897321341
VT,-62.0,VT_1,-49.0,8.03078611382,2.22412585339,1.65433446387,0.035609936925
VT,-62.0,VT_1,-46.0,6.91476369369,1.69034248674,1.53308044981,0.0319974818045
VT,-62.0,VT_1,-43.0,5.79293549973,1.05237231254,1.47103569818,0.0286869079469
VT,-62.0,VT_1,-40.0,5.42652311016,0.565121744343,1.44783926932,0.023452260911
VT,-62.0,VT_1,-37.0,5.0679932519,0.131902844332,1.52798338455,0.017401074701
VT,-59.0,VT_1,-67.0,24.0741627952,5.73623629892,0.699183555489,0.406104732803
VT,-59.0,VT_1,-64.0,30.5945931708,8.35457213437,1.43644797644,0.0598699845749
VT,-59.0,VT_1,-61.0,29.0898056067,8.12245488623,1.14766544418,0.294332112889
VT,-59.0,VT_1,-58.0,15.464736259,4.13940345101,1.62577045547,0.101489697082
VT,-59.0,VT_1,-55.0,12.7563860259,3.45783095183,1.78582924337,0.044335836471
VT,-59.0,VT_1,-52.0,10.1842833085,2.91335376211,1.75512709504,0.0415996521609
VT,-59.0,VT_1,-49.0,8.21759229221,2.29413077404,1.66224685887,0.0349233451394
VT,-59.0,VT_1,-46.0,6.9886741634,1.71248676065,1.54011363864,0.0315040359854
VT,-59.0,VT_1,-43.0,5.81552489624,1.04825851832,1.46954124592,0.0304377489333
VT,-59.0,VT_1,-40.0,5.49419099265,0.608910084523,1.44895931277,0.0253552282631
VT,-59.0,VT_1,-37.0,5.09055372764,0.146740399384,1.53329242356,0.0188147191332
VT,-56.0,VT_1,-67.0,22.0958267259,5.24622807884,0.772354324612,0.309613946326
VT,-56.0,VT_1,-64.0,28.8634176602,7.41533180884,1.43983465208,0.155469244135
VT,-56.0,VT_1,-61.0,30.5968260891,9.38507120005,1.31960218049,0.0784282323876
VT,-56.0,VT_1,-58.0,25.6575090482,6.90881732359,1.32772147238,0.147692221703
VT,-56.0,VT_1,-55.0,13.2291178858,3.73866289385,1.71808216274,0.0531640178916
VT,-56.0,VT_1,-52.0,10.638865486,3.06286285616,1.73486919189,0.0392634047534
VT,-56.0,VT_1,-49.0,8.6347022806,2.49364018861,1.6729118859,0.0384032093857
VT,-56.0,VT_1,-46.0,7.04616609214,1.74221066714,1.5353821588,0.0323154120036
VT,-56.0,VT_1,-43.0,5.86080270857,1.07717054545,1.47800540753,0.0301496091013
VT,-56.0,VT_1,-40.0,5.49621996853,0.637529913665,1.45617669543,0.0255142823423
VT,-56.0,VT_1,-37.0,5.07120304325,0.167273918882,1.54618749158,0.0200290283787
VT,-53.0,VT_1,-67.0,20.3907839192,5.15430647332,0.811230210869,0.2635186504
VT,-53.0,VT_1,-64.0,24.8972057321,6.46398433874,1.40990115408,0.260026812323
VT,-53.0,VT_1,-61.0,28.5891023023,8.28864565745,1.50760518993,0.0431731955575
VT,-53.0,VT_1,-58.0,29.0698185481,8.4039154646,1.2654194574,0.111245523191
VT,-53.0,VT_1,-55.0,13.8415368721,3.7630514006,1.643131506,0.0815408402529
VT,-53.0,VT_1,-52.0,11.4154557305,3.28316592169,1.76044601545,0.0414665085016
VT,-53.0,VT_1,-49.0,8.9682915949,2.56836024807,1.68040101013,0.0387353857509
VT,-53.0,VT_1,-46.0,7.09920701898,1.82005280039,1.5402220953,0.0315226788536
VT,-53.0,VT_1,-43.0,5.92011541912,1.1014685031,1.48757416813,0.0284788638236
VT,-53.0,VT_1,-40.0,5.4993419469,0.630590056417,1.4585168111,0.025178729102
VT,-53.0,VT_1,-37.0,5.06901189849,0.167080903032,1.54580700377,0.0201188519718
VT,-50.0,VT_1,-67.0,17.1315168151,4.4789836394,0.868494656457,0.194003828413
VT,-50.0,VT_1,-64.0,25.5622211122,6.67291519731,0.99643650916,0.414469821099
VT,-50.0,VT_1,-61.0,30.6028984288,8.20602949613,1.46415338366,0.0670477182921
VT,-50.0,VT_1,-58.0,31.0375402864,8.98410731195,1.38662306844,0.0631897188749
VT,-50.0,VT_1,-55.0,23.4605310323,6.33830946421,1.24973551748,0.164773643523
