Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,Coherence_NG3_L4_SS_L4_Sum_mean,GrCaus_NG3_L4_SS_L4_Information_mean,NormError_SimErr_mean,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_mean
gL,3.0,gL_1,5.5,4.84960453297,0.36791176925,1.63513702894,0.0337850723067
gL,3.0,gL_1,6.5,4.8817330342,0.32247182362,1.58312184046,0.0327844058211
gL,3.0,gL_1,7.5,5.18795097314,0.416386997993,1.54936526177,0.0372649684821
gL,3.0,gL_1,8.5,5.04960546899,0.273673134966,1.51046713145,0.0346367695342
gL,3.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,3.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,3.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,3.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,3.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,3.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,4.0,gL_1,0.5,4.76965066873,0.436387069715,2.04672178027,0.0502336499059
gL,4.0,gL_1,1.5,5.0047674472,0.312290070509,2.01397261733,0.0474713244479
gL,4.0,gL_1,2.5,5.11287593043,0.273386456682,1.90276939322,0.0475115051194
gL,4.0,gL_1,3.5,5.04300300192,0.411402388738,1.7871887501,0.0490275798732
gL,4.0,gL_1,4.5,5.0062292846,0.564294920659,1.73863355014,0.0432735005678
gL,4.0,gL_1,5.5,4.86999534815,0.470819995234,1.63369174768,0.0334262552805
gL,4.0,gL_1,6.5,4.92132622958,0.433582116222,1.58253654944,0.0368109474725
gL,4.0,gL_1,7.5,5.18926657893,0.412959418524,1.54191004752,0.0382814984763
gL,4.0,gL_1,8.5,5.04964830058,0.27387611586,1.51070857782,0.0346367695342
gL,4.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,4.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,4.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,4.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,4.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,4.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,5.0,gL_1,0.5,4.86341176482,0.235361981596,2.09918632998,0.0541459959653
gL,5.0,gL_1,1.5,5.07647739325,0.265610884687,2.0589526562,0.0579446431222
gL,5.0,gL_1,2.5,5.22488411768,0.286665978183,1.95557531434,0.0501051619201
gL,5.0,gL_1,3.5,5.14016909327,0.323494471963,1.83720918418,0.0417557872546
gL,5.0,gL_1,4.5,5.13536051528,0.480342846243,1.72580659471,0.0499181633432
gL,5.0,gL_1,5.5,4.79681768877,0.420194102844,1.61127713315,0.0312971663227
gL,5.0,gL_1,6.5,4.86235213151,0.448895490126,1.57514996373,0.0388618568967
gL,5.0,gL_1,7.5,5.18917383856,0.410660679129,1.54300311348,0.0390934402892
gL,5.0,gL_1,8.5,5.04807374785,0.274559050096,1.51152416538,0.0341523838419
gL,5.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,5.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,5.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,5.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,5.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,5.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,6.0,gL_1,0.5,4.90565093184,0.357306488694,2.07680266005,0.0564304292634
gL,6.0,gL_1,1.5,4.98855992079,0.318714289562,2.03203318559,0.0528215217656
gL,6.0,gL_1,2.5,5.16187711969,0.414094970447,1.97967840904,0.0541576590827
gL,6.0,gL_1,3.5,5.13476161619,0.399317318198,1.85482843279,0.0500003899782
gL,6.0,gL_1,4.5,5.11902127937,0.424133090958,1.70964394657,0.0546571851626
gL,6.0,gL_1,5.5,4.90279526068,0.477903137038,1.62147476896,0.0330214371364
gL,6.0,gL_1,6.5,4.91056767155,0.376820997108,1.5667074164,0.0349367223686
gL,6.0,gL_1,7.5,5.18244633969,0.411055936987,1.54286064496,0.0374344437011
gL,6.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,6.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,6.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,6.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,6.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,6.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,6.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,7.0,gL_1,0.5,5.14189601055,0.430001633423,2.22793547154,0.0553449811818
gL,7.0,gL_1,1.5,5.3467993191,0.552892179553,2.09215862301,0.0457181319138
gL,7.0,gL_1,2.5,5.14790182084,0.372412920343,2.04268182061,0.0580101847403
gL,7.0,gL_1,3.5,5.02636465997,0.480760066158,1.90475130424,0.049617912749
gL,7.0,gL_1,4.5,4.9866706432,0.441794110465,1.7091925658,0.0433774754611
gL,7.0,gL_1,5.5,4.89068886744,0.388010074992,1.62420317684,0.0330587938668
gL,7.0,gL_1,6.5,4.92324345492,0.361321246441,1.56937942055,0.0352287180366
gL,7.0,gL_1,7.5,5.18222359572,0.406773557434,1.54298271557,0.0384901086875
gL,7.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,7.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,7.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,7.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,7.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,7.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,7.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,8.0,gL_1,0.5,5.22160385198,0.36728510782,2.34609747774,0.0609161147652
gL,8.0,gL_1,1.5,5.04963833569,0.418323606383,2.15540933283,0.0550181905739
gL,8.0,gL_1,2.5,5.29041187658,0.63075619854,1.98976326005,0.0544233544169
gL,8.0,gL_1,3.5,4.88405658896,0.247931248554,1.87276732738,0.0604482660983
gL,8.0,gL_1,4.5,4.96219675005,0.34114225023,1.7145305689,0.0410689674338
gL,8.0,gL_1,5.5,4.94944214743,0.379401227571,1.62401934687,0.0398101742589
gL,8.0,gL_1,6.5,4.94632054142,0.478993422541,1.56622858601,0.0380724588379
gL,8.0,gL_1,7.5,5.18805732491,0.417158756276,1.54304992614,0.0383413205686
gL,8.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,8.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,8.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,8.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,8.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,8.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,8.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,9.0,gL_1,0.5,5.72105141315,0.92385657396,2.4823952721,0.0571519400415
gL,9.0,gL_1,1.5,5.09959090244,0.369727796073,2.32427035282,0.0650296278459
gL,9.0,gL_1,2.5,5.33859843001,0.600382462065,1.9951886658,0.0533691593177
gL,9.0,gL_1,3.5,5.18283691501,0.38880524822,1.91294685596,0.0425721132728
gL,9.0,gL_1,4.5,4.96433097082,0.460023853111,1.71750903799,0.0435107634789
gL,9.0,gL_1,5.5,4.87149080882,0.383809014142,1.61436406634,0.0361865398933
gL,9.0,gL_1,6.5,4.97872364645,0.452666806822,1.57208940493,0.0374165168399
gL,9.0,gL_1,7.5,5.1883701836,0.417034425578,1.54304680044,0.0388693026415
gL,9.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,9.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,9.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,9.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,9.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,9.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,9.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,10.0,gL_1,0.5,6.18251454668,0.961238844759,2.31920079711,0.0647495181419
gL,10.0,gL_1,1.5,5.2283631209,0.599077719165,2.43496477563,0.0465137228347
gL,10.0,gL_1,2.5,5.24117046886,0.553777106317,2.09864098735,0.0626217602754
gL,10.0,gL_1,3.5,4.94231084345,0.510069941197,1.95210444281,0.0469418258389
gL,10.0,gL_1,4.5,5.07328825763,0.376308221048,1.67946308853,0.0481604954015
gL,10.0,gL_1,5.5,4.87581089072,0.387181235693,1.629768518,0.038425682269
gL,10.0,gL_1,6.5,4.98235499767,0.434945561322,1.56848813223,0.0362112502526
gL,10.0,gL_1,7.5,5.1883701836,0.417034425578,1.54304680044,0.0388693026415
gL,10.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,10.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,10.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,10.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,10.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,10.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,10.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,11.0,gL_1,0.5,6.0588514,1.23562246464,2.22962181952,0.0721336399549
gL,11.0,gL_1,1.5,5.92871269307,0.759399223812,2.33752731043,0.0644105583364
gL,11.0,gL_1,2.5,5.58076575694,0.648679945806,2.28126492876,0.0638910012292
gL,11.0,gL_1,3.5,5.00150860286,0.513413965788,1.93251749508,0.0466336794262
gL,11.0,gL_1,4.5,5.0090287735,0.433660280247,1.67268866455,0.0467495801357
gL,11.0,gL_1,5.5,4.83574408629,0.396900186033,1.63067993886,0.0374552199247
gL,11.0,gL_1,6.5,5.02018735238,0.442866129087,1.56987787773,0.0339819202207
gL,11.0,gL_1,7.5,5.1883701836,0.417034425578,1.54304680044,0.0388693026415
gL,11.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,11.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,11.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,11.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,11.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,11.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,11.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,12.0,gL_1,0.5,6.64618069203,1.33552066326,2.19169097679,0.074500087103
gL,12.0,gL_1,1.5,6.27449744069,1.09893502553,2.1500421421,0.0791394780635
gL,12.0,gL_1,2.5,5.66840124712,0.879228310746,2.4605595751,0.0661901952855
gL,12.0,gL_1,3.5,4.94610953954,0.478697165964,2.12543900458,0.0475631252821
gL,12.0,gL_1,4.5,4.94316581524,0.437453991744,1.65460035733,0.0366416819346
gL,12.0,gL_1,5.5,4.87974687481,0.371971451302,1.61783109195,0.0357490918533
gL,12.0,gL_1,6.5,5.0442301939,0.436504948889,1.57522867142,0.0343162936688
gL,12.0,gL_1,7.5,5.1883701836,0.417034425578,1.54304680044,0.0388693026415
gL,12.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,12.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,12.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,12.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,12.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,12.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,12.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,13.0,gL_1,0.5,6.56498115641,1.33024533364,2.20345297825,0.0789561184909
gL,13.0,gL_1,1.5,6.68090862134,1.2284722556,2.15689230021,0.0750703362801
gL,13.0,gL_1,2.5,6.17517695272,1.20244026784,2.17603084711,0.0674995354836
gL,13.0,gL_1,3.5,5.23403629303,0.369383167615,2.19836735468,0.0613663453697
gL,13.0,gL_1,4.5,5.05914137777,0.617011111682,1.76363761834,0.0448380083903
gL,13.0,gL_1,5.5,4.90875804884,0.39348599094,1.62933267165,0.0379011746048
gL,13.0,gL_1,6.5,5.03274901598,0.425671361814,1.57590436208,0.0368601654031
gL,13.0,gL_1,7.5,5.1883701836,0.417034425578,1.54304680044,0.0388693026415
gL,13.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,13.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,13.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,13.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,13.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,13.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,13.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,14.0,gL_1,0.5,6.86135654207,1.40416322603,2.1638820527,0.0665010112651
gL,14.0,gL_1,1.5,6.87031543416,1.46420750779,2.18540772568,0.0758976468775
gL,14.0,gL_1,2.5,6.25600650031,1.24050295817,2.14712795474,0.0664410177611
gL,14.0,gL_1,3.5,5.76658932435,0.797281402945,2.4543581981,0.0613083969472
gL,14.0,gL_1,4.5,5.0160603625,0.523348741035,1.84680313826,0.0439871372237
gL,14.0,gL_1,5.5,4.89540992418,0.371836218068,1.62525593268,0.0409302738493
gL,14.0,gL_1,6.5,5.01912453997,0.451722364296,1.5752614477,0.0363356740211
gL,14.0,gL_1,7.5,5.1883701836,0.417034425578,1.54304680044,0.0388693026415
gL,14.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,14.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,14.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,14.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,14.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,14.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,14.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,15.0,gL_1,0.5,6.87618248441,1.42339078552,2.15355771616,0.0701619370322
gL,15.0,gL_1,1.5,6.59929972497,1.41277690013,2.11792137851,0.0806413983859
gL,15.0,gL_1,2.5,6.76551311443,1.31331567914,2.10878092505,0.0772488663399
gL,15.0,gL_1,3.5,5.71148226284,0.950534076326,2.38077802763,0.0668440029422
gL,15.0,gL_1,4.5,5.10096893468,0.591755283624,1.8721915834,0.0543225791579
gL,15.0,gL_1,5.5,4.82450478883,0.336696654517,1.6301063186,0.0363358038606
gL,15.0,gL_1,6.5,5.00305926631,0.458891847581,1.57349085896,0.0429340895479
gL,15.0,gL_1,7.5,5.1883701836,0.417034425578,1.54304680044,0.0388693026415
gL,15.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,15.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,15.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,15.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,15.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,15.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,15.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,16.0,gL_1,0.5,6.85314266956,1.54933609822,2.20168254456,0.0831235759075
gL,16.0,gL_1,1.5,6.9000883605,1.43346432772,2.1337690922,0.0765550041832
gL,16.0,gL_1,2.5,6.72749956575,1.30171809121,2.08698669963,0.0863897122419
gL,16.0,gL_1,3.5,6.20513105264,1.26997239689,2.2227112739,0.0729666551749
gL,16.0,gL_1,4.5,5.26876132892,0.747844492327,2.30486573231,0.0579007507158
gL,16.0,gL_1,5.5,4.92215063508,0.367021419185,1.63380674768,0.0419323612906
gL,16.0,gL_1,6.5,5.04957085494,0.514641558146,1.60764656524,0.0352112904334
gL,16.0,gL_1,7.5,5.1883701836,0.417034425578,1.54304680044,0.0388693026415
gL,16.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,16.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,16.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,16.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,16.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,16.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,16.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,17.0,gL_1,0.5,6.87667867774,1.49001846531,2.1852944704,0.0758289988108
gL,17.0,gL_1,1.5,6.70241088271,1.39039632894,2.13232590605,0.072277917969
gL,17.0,gL_1,2.5,6.86389978257,1.40943983679,2.04991358564,0.0888749819232
gL,17.0,gL_1,3.5,6.66571659455,1.49067513916,2.16701759647,0.0784861054783
gL,17.0,gL_1,4.5,5.82103538922,0.95628043881,2.34534328603,0.0609846538797
gL,17.0,gL_1,5.5,4.90059562852,0.387835905275,1.62509424457,0.0380035443746
gL,17.0,gL_1,6.5,5.03308480242,0.535826900159,1.58004094324,0.0378347951773
gL,17.0,gL_1,7.5,5.1883701836,0.417034425578,1.54304680044,0.0388693026415
gL,17.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,17.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,17.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,17.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,17.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,17.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,17.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,18.0,gL_1,0.5,6.94441551364,1.47208362192,2.1367910335,0.0770912970985
gL,18.0,gL_1,1.5,7.26601595963,1.57332252315,2.12569186249,0.0898474388489
gL,18.0,gL_1,2.5,6.90093127864,1.51085057911,2.04233181759,0.0788632581716
gL,18.0,gL_1,3.5,6.51359479367,1.38380370284,2.12818242504,0.0594875541367
gL,18.0,gL_1,4.5,5.83328945277,0.955709386174,2.50511683877,0.0558562068142
gL,18.0,gL_1,5.5,5.21478058389,0.611270574302,1.9824967101,0.0437666584049
gL,18.0,gL_1,6.5,5.05540594016,0.501119573416,1.62578712784,0.0355613693765
gL,18.0,gL_1,7.5,5.1883701836,0.417034425578,1.54304680044,0.0388693026415
gL,18.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,18.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,18.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,18.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,18.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,18.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,18.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,19.0,gL_1,0.5,6.93277056396,1.45748656975,2.15239664629,0.0760895005345
gL,19.0,gL_1,1.5,6.78047184127,1.39827561809,2.13775353116,0.0646899605231
gL,19.0,gL_1,2.5,6.99151672449,1.50446806031,2.07936602969,0.0748637468197
gL,19.0,gL_1,3.5,6.67228498885,1.28175535384,2.17776401623,0.0731214153325
gL,19.0,gL_1,4.5,6.05723684261,1.08206924707,2.5097977716,0.050932556493
gL,19.0,gL_1,5.5,5.27807374761,0.606358428398,1.9791804005,0.0481250361935
gL,19.0,gL_1,6.5,4.85520992682,0.469746793143,1.66450627375,0.035624762735
gL,19.0,gL_1,7.5,5.1883701836,0.417034425578,1.54304680044,0.0388693026415
gL,19.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,19.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,19.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,19.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,19.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,19.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,19.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,20.0,gL_1,0.5,6.98266953818,1.56210749995,2.17473777142,0.070381787278
gL,20.0,gL_1,1.5,6.97330864514,1.55367423136,2.13330287876,0.081598452223
gL,20.0,gL_1,2.5,6.93831524765,1.49624269807,2.08882507692,0.0708339329499
gL,20.0,gL_1,3.5,6.81034124316,1.22338416531,2.1357938217,0.0684180214066
gL,20.0,gL_1,4.5,5.94207761283,1.10981598303,2.57829828479,0.0512686303062
gL,20.0,gL_1,5.5,5.18648844778,0.531404720629,2.03629246059,0.0432543455933
gL,20.0,gL_1,6.5,4.99273425658,0.482228449047,1.66783507908,0.0341992752283
gL,20.0,gL_1,7.5,5.1883701836,0.417034425578,1.54304680044,0.0388693026415
gL,20.0,gL_1,8.5,5.05308291166,0.276624715786,1.51238178111,0.0341523838419
gL,20.0,gL_1,9.5,4.94563245938,-0.062845238655,1.50008434529,0.0352262371373
gL,20.0,gL_1,10.5,4.7072952616,0.295119849516,1.47016356175,0.0296663630183
gL,20.0,gL_1,11.5,4.62452307575,0.190116521047,1.45394756743,0.0220400353803
gL,20.0,gL_1,12.5,4.83420896776,0.426704522819,1.41032332477,0.0168288996502
gL,20.0,gL_1,13.5,4.48589572753,0.249539627544,1.38036521598,0.00947410931123
gL,20.0,gL_1,14.5,4.86826403046,0.176481098383,1.37711340891,0.00557696080015
gL,21.0,gL_1,0.5,7.40738067796,1.62901886168,2.19900931577,0.0793893698676
gL,21.0,gL_1,1.5,6.96893997206,1.60444553273,2.12886746411,0.0791529700795
gL,21.0,gL_1,2.5,6.984559801,1.46697107275,2.05767702317,0.0603347759223
gL,21.0,gL_1,3.5,6.67297349077,1.27027484485,2.12559358057,0.0761479215426
