Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,Coherence_NG3_L4_SS_L4_Mean_accuracy,GrCaus_NG3_L4_SS_L4_Information_accuracy,NormError_SimErr_accuracy,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_accuracy,Coherence_NG3_L4_SS_L4_Mean_p,GrCaus_NG3_L4_SS_L4_Information_p,NormError_SimErr_p,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_p,Coherence_NG3_L4_SS_L4_Mean_conf_min,GrCaus_NG3_L4_SS_L4_Information_conf_min,NormError_SimErr_conf_min,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_min,Coherence_NG3_L4_SS_L4_Mean_conf_max,GrCaus_NG3_L4_SS_L4_Information_conf_max,NormError_SimErr_conf_max,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_max
EL,-75.0,EL_1,-40.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.884,1.0,1.0,0.979,1.0
EL,-75.0,EL_1,-35.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-75.0,EL_1,-30.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.884,1.0,1.0,0.979,1.0
EL,-75.0,EL_1,-25.0,1.0,1.0,0.966666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.884,1.0,1.0,0.999,1.0
EL,-70.0,EL_1,-85.0,0.533333333333,0.466666666667,0.333333333333,0.633333333333,0.007,0.043,0.415,0.0,0.343,0.283,0.173,0.439,0.717,0.657,0.528,0.801
EL,-70.0,EL_1,-80.0,0.866666666667,0.866666666667,0.333333333333,0.8,0.0,0.0,0.415,0.0,0.693,0.693,0.173,0.614,0.962,0.962,0.528,0.923
EL,-70.0,EL_1,-75.0,0.966666666667,1.0,0.5,0.833333333333,0.0,0.0,0.019,0.0,0.828,0.884,0.313,0.653,0.999,1.0,0.687,0.944
EL,-70.0,EL_1,-70.0,1.0,1.0,0.566666666667,0.733333333333,0.0,0.0,0.002,0.0,0.884,0.884,0.374,0.541,1.0,1.0,0.745,0.877
EL,-70.0,EL_1,-65.0,1.0,1.0,0.633333333333,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.653,1.0,1.0,0.801,0.944
EL,-70.0,EL_1,-60.0,1.0,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.884,1.0,1.0,0.923,1.0
EL,-70.0,EL_1,-55.0,1.0,1.0,0.8,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.828,1.0,1.0,0.923,0.999
EL,-70.0,EL_1,-50.0,1.0,1.0,0.833333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.884,1.0,1.0,0.944,1.0
EL,-70.0,EL_1,-45.0,1.0,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.884,1.0,1.0,0.923,1.0
EL,-70.0,EL_1,-40.0,1.0,1.0,0.966666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.884,1.0,1.0,0.999,1.0
EL,-70.0,EL_1,-35.0,1.0,1.0,0.833333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.884,1.0,1.0,0.944,1.0
EL,-70.0,EL_1,-30.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-70.0,EL_1,-25.0,1.0,1.0,0.966666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.884,1.0,1.0,0.999,1.0
EL,-65.0,EL_1,-85.0,0.5,0.5,0.3,0.6,0.019,0.019,0.568,0.001,0.313,0.313,0.147,0.406,0.687,0.687,0.494,0.773
EL,-65.0,EL_1,-80.0,0.866666666667,0.8,0.4,0.766666666667,0.0,0.0,0.166,0.0,0.693,0.614,0.227,0.577,0.962,0.923,0.594,0.901
EL,-65.0,EL_1,-75.0,0.966666666667,1.0,0.433333333333,0.9,0.0,0.0,0.09,0.0,0.828,0.884,0.255,0.735,0.999,1.0,0.626,0.979
EL,-65.0,EL_1,-70.0,1.0,1.0,0.433333333333,0.733333333333,0.0,0.0,0.09,0.0,0.884,0.884,0.255,0.541,1.0,1.0,0.626,0.877
EL,-65.0,EL_1,-65.0,1.0,1.0,0.6,0.733333333333,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.541,1.0,1.0,0.773,0.877
EL,-65.0,EL_1,-60.0,1.0,1.0,0.633333333333,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.828,1.0,1.0,0.801,0.999
EL,-65.0,EL_1,-55.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.884,1.0,1.0,0.979,1.0
EL,-65.0,EL_1,-50.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.884,1.0,1.0,0.979,1.0
EL,-65.0,EL_1,-45.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.884,1.0,1.0,0.979,1.0
EL,-65.0,EL_1,-40.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.884,1.0,1.0,0.979,1.0
EL,-65.0,EL_1,-35.0,1.0,1.0,0.966666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.884,1.0,1.0,0.999,1.0
EL,-65.0,EL_1,-30.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-65.0,EL_1,-25.0,1.0,1.0,0.966666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.884,1.0,1.0,0.999,1.0
EL,-60.0,EL_1,-85.0,0.466666666667,0.533333333333,0.266666666667,0.666666666667,0.043,0.007,0.714,0.0,0.283,0.343,0.123,0.472,0.657,0.717,0.459,0.827
EL,-60.0,EL_1,-80.0,0.833333333333,0.833333333333,0.333333333333,0.8,0.0,0.0,0.415,0.0,0.653,0.653,0.173,0.614,0.944,0.944,0.528,0.923
EL,-60.0,EL_1,-75.0,1.0,1.0,0.4,0.833333333333,0.0,0.0,0.166,0.0,0.884,0.884,0.227,0.653,1.0,1.0,0.594,0.944
EL,-60.0,EL_1,-70.0,1.0,1.0,0.5,0.966666666667,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.828,1.0,1.0,0.687,0.999
EL,-60.0,EL_1,-65.0,1.0,1.0,0.633333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.614,1.0,1.0,0.801,0.923
EL,-60.0,EL_1,-60.0,1.0,1.0,0.733333333333,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.735,1.0,1.0,0.877,0.979
EL,-60.0,EL_1,-55.0,1.0,1.0,0.666666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.884,1.0,1.0,0.827,1.0
EL,-60.0,EL_1,-50.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-60.0,EL_1,-45.0,1.0,1.0,0.866666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.884,1.0,1.0,0.962,1.0
EL,-60.0,EL_1,-40.0,1.0,1.0,0.833333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.884,1.0,1.0,0.944,1.0
EL,-60.0,EL_1,-35.0,1.0,1.0,0.966666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.884,1.0,1.0,0.999,1.0
EL,-60.0,EL_1,-30.0,1.0,1.0,0.966666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.884,1.0,1.0,0.999,1.0
EL,-60.0,EL_1,-25.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-55.0,EL_1,-85.0,0.566666666667,0.6,0.333333333333,0.633333333333,0.002,0.001,0.415,0.0,0.374,0.406,0.173,0.439,0.745,0.773,0.528,0.801
EL,-55.0,EL_1,-80.0,0.733333333333,0.766666666667,0.366666666667,0.7,0.0,0.0,0.276,0.0,0.541,0.577,0.199,0.506,0.877,0.901,0.561,0.853
EL,-55.0,EL_1,-75.0,0.966666666667,0.966666666667,0.533333333333,0.866666666667,0.0,0.0,0.007,0.0,0.828,0.828,0.343,0.693,0.999,0.999,0.717,0.962
EL,-55.0,EL_1,-70.0,1.0,1.0,0.4,0.866666666667,0.0,0.0,0.166,0.0,0.884,0.884,0.227,0.693,1.0,1.0,0.594,0.962
EL,-55.0,EL_1,-65.0,1.0,1.0,0.533333333333,0.7,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.506,1.0,1.0,0.717,0.853
EL,-55.0,EL_1,-60.0,1.0,1.0,0.633333333333,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.735,1.0,1.0,0.801,0.979
EL,-55.0,EL_1,-55.0,1.0,1.0,0.833333333333,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.828,1.0,1.0,0.944,0.999
EL,-55.0,EL_1,-50.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-55.0,EL_1,-45.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.884,1.0,1.0,0.979,1.0
EL,-55.0,EL_1,-40.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-55.0,EL_1,-35.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-55.0,EL_1,-30.0,1.0,1.0,0.966666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.884,1.0,1.0,0.999,1.0
EL,-55.0,EL_1,-25.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-50.0,EL_1,-85.0,0.333333333333,0.3,0.366666666667,0.666666666667,0.415,0.568,0.276,0.0,0.173,0.147,0.199,0.472,0.528,0.494,0.561,0.827
EL,-50.0,EL_1,-80.0,0.6,0.7,0.266666666667,0.733333333333,0.001,0.0,0.714,0.0,0.406,0.506,0.123,0.541,0.773,0.853,0.459,0.877
EL,-50.0,EL_1,-75.0,0.866666666667,0.933333333333,0.4,0.766666666667,0.0,0.0,0.166,0.0,0.693,0.779,0.227,0.577,0.962,0.992,0.594,0.901
EL,-50.0,EL_1,-70.0,1.0,1.0,0.466666666667,0.766666666667,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.577,1.0,1.0,0.657,0.901
EL,-50.0,EL_1,-65.0,1.0,1.0,0.466666666667,0.866666666667,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.693,1.0,1.0,0.657,0.962
EL,-50.0,EL_1,-60.0,1.0,1.0,0.7,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.735,1.0,1.0,0.853,0.979
EL,-50.0,EL_1,-55.0,1.0,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.884,1.0,1.0,0.923,1.0
EL,-50.0,EL_1,-50.0,1.0,1.0,0.866666666667,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.828,1.0,1.0,0.962,0.999
EL,-50.0,EL_1,-45.0,1.0,1.0,0.966666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.884,1.0,1.0,0.999,1.0
EL,-50.0,EL_1,-40.0,1.0,1.0,0.966666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.884,1.0,1.0,0.999,1.0
EL,-50.0,EL_1,-35.0,1.0,1.0,0.966666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.884,1.0,1.0,0.999,1.0
EL,-50.0,EL_1,-30.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-50.0,EL_1,-25.0,1.0,1.0,0.9,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.828,1.0,1.0,0.979,0.999
EL,-45.0,EL_1,-85.0,0.533333333333,0.333333333333,0.3,0.633333333333,0.007,0.415,0.568,0.0,0.343,0.173,0.147,0.439,0.717,0.528,0.494,0.801
EL,-45.0,EL_1,-80.0,0.666666666667,0.633333333333,0.3,0.766666666667,0.0,0.0,0.568,0.0,0.472,0.439,0.147,0.577,0.827,0.801,0.494,0.901
EL,-45.0,EL_1,-75.0,0.833333333333,0.866666666667,0.433333333333,0.833333333333,0.0,0.0,0.09,0.0,0.653,0.693,0.255,0.653,0.944,0.962,0.626,0.944
EL,-45.0,EL_1,-70.0,0.933333333333,1.0,0.433333333333,0.8,0.0,0.0,0.09,0.0,0.779,0.884,0.255,0.614,0.992,1.0,0.626,0.923
EL,-45.0,EL_1,-65.0,1.0,1.0,0.433333333333,0.833333333333,0.0,0.0,0.09,0.0,0.884,0.884,0.255,0.653,1.0,1.0,0.626,0.944
EL,-45.0,EL_1,-60.0,1.0,1.0,0.6,0.833333333333,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.653,1.0,1.0,0.773,0.944
EL,-45.0,EL_1,-55.0,1.0,1.0,0.633333333333,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.828,1.0,1.0,0.801,0.999
EL,-45.0,EL_1,-50.0,1.0,1.0,0.833333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.884,1.0,1.0,0.944,1.0
EL,-45.0,EL_1,-45.0,1.0,1.0,0.866666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.884,1.0,1.0,0.962,1.0
EL,-45.0,EL_1,-40.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-45.0,EL_1,-35.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.884,1.0,1.0,0.979,1.0
EL,-45.0,EL_1,-30.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.884,1.0,1.0,1.0,1.0
EL,-45.0,EL_1,-25.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.884,0.884,1.0,1.0,1.0,1.0
EL,-40.0,EL_1,-85.0,0.366666666667,0.466666666667,0.366666666667,0.4,0.276,0.043,0.276,0.166,0.199,0.283,0.199,0.227,0.561,0.657,0.561,0.594
EL,-40.0,EL_1,-80.0,0.566666666667,0.5,0.333333333333,0.666666666667,0.002,0.019,0.415,0.0,0.374,0.313,0.173,0.472,0.745,0.687,0.528,0.827
EL,-40.0,EL_1,-75.0,0.7,0.766666666667,0.533333333333,0.766666666667,0.0,0.0,0.007,0.0,0.506,0.577,0.343,0.577,0.853,0.901,0.717,0.901
EL,-40.0,EL_1,-70.0,0.933333333333,0.966666666667,0.4,0.866666666667,0.0,0.0,0.166,0.0,0.779,0.828,0.227,0.693,0.992,0.999,0.594,0.962
EL,-40.0,EL_1,-65.0,1.0,1.0,0.466666666667,0.733333333333,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.541,1.0,1.0,0.657,0.877
EL,-40.0,EL_1,-60.0,1.0,1.0,0.5,0.933333333333,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.779,1.0,1.0,0.687,0.992
EL,-40.0,EL_1,-55.0,1.0,1.0,0.8,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.828,1.0,1.0,0.923,0.999
EL,-40.0,EL_1,-50.0,1.0,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.884,1.0,1.0,0.923,1.0
EL,-40.0,EL_1,-45.0,1.0,1.0,0.766666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.884,1.0,1.0,0.901,1.0
EL,-40.0,EL_1,-40.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-40.0,EL_1,-35.0,1.0,1.0,0.966666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.828,0.884,1.0,1.0,0.999,1.0
EL,-40.0,EL_1,-30.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
EL,-40.0,EL_1,-25.0,1.0,1.0,0.933333333333,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.779,0.884,1.0,1.0,0.992,1.0
