Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,MeanFR_NG1_L4_CI_SS_L4_mean,MeanFR_NG2_L4_CI_BC_L4_mean
C,130.0,C_1,70.0,220.873541667,179.044166667
C,130.0,C_1,80.0,64.79,55.1158333334
C,130.0,C_1,90.0,2.08541666667,0.401666666666
C,130.0,C_1,100.0,1.32270833333,0.0958333333333
C,130.0,C_1,110.0,0.905208333334,0.0233333333333
C,130.0,C_1,120.0,0.645416666667,0.0125
C,140.0,C_1,30.0,302.940625,213.004166667
C,140.0,C_1,40.0,293.43375,209.973333333
C,140.0,C_1,50.0,280.885416667,205.561666667
C,140.0,C_1,60.0,259.41125,196.4925
C,140.0,C_1,70.0,226.941875,177.96
C,140.0,C_1,80.0,70.45,57.1108333333
C,140.0,C_1,90.0,2.145625,0.415833333333
C,140.0,C_1,100.0,1.34958333333,0.0883333333333
C,140.0,C_1,110.0,0.906874999999,0.0175
C,140.0,C_1,120.0,0.646041666667,0.0108333333333
C,150.0,C_1,30.0,302.949583333,205.7875
C,150.0,C_1,40.0,293.68,204.985833333
C,150.0,C_1,50.0,281.966041667,201.144166667
C,150.0,C_1,60.0,261.75125,192.7775
C,150.0,C_1,70.0,236.538333333,180.22
C,150.0,C_1,80.0,92.4093750001,72.5816666667
C,150.0,C_1,90.0,2.23645833333,0.45
C,150.0,C_1,100.0,1.35104166667,0.0758333333333
C,150.0,C_1,110.0,0.906874999999,0.0175
C,150.0,C_1,120.0,0.646875,0.00666666666667
C,160.0,C_1,30.0,302.818125,203.480833333
C,160.0,C_1,40.0,293.434583333,199.225833333
C,160.0,C_1,50.0,282.243958333,191.840833333
C,160.0,C_1,60.0,264.2175,189.28
C,160.0,C_1,70.0,239.326875,177.210833333
C,160.0,C_1,80.0,116.698333333,89.0208333334
C,160.0,C_1,90.0,2.35645833333,0.5575
C,160.0,C_1,100.0,1.35729166667,0.0616666666666
C,160.0,C_1,110.0,0.908333333333,0.0125
C,160.0,C_1,120.0,0.646458333333,0.005
C,170.0,C_1,30.0,303.121666667,200.493333333
C,170.0,C_1,40.0,293.43625,196.615
C,170.0,C_1,50.0,282.776666667,191.073333333
C,170.0,C_1,60.0,268.950416667,183.016666667
