Dimension-1 Parameter,Dimension-1 Value,Coherence_NG3_L4_SS_L4_Sum_mean,GrCaus_NG3_L4_SS_L4_Information_mean,NormError_SimErr_mean,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_mean
delay_CI_CI,17.5,14.858746504,3.91624747017,1.21069932486,0.095409973329
delay_CI_CI,17.75,14.9756505041,3.87749127877,1.20713241257,0.0914326579449
delay_CI_CI,18.0,15.1782688281,3.97623605849,1.26014558037,0.0924172625283
delay_CI_CI,18.25,15.1217808677,3.9157520387,1.26618443359,0.0930068238083
delay_CI_CI,18.5,15.0474161881,3.9349315615,1.23611046691,0.0877077593666
delay_CI_CI,18.75,15.4101502803,3.92185396136,1.29100829807,0.0884055871813
delay_CI_CI,19.0,15.322144356,3.93867970116,1.27585487927,0.0863676076675
delay_CI_CI,19.25,15.0857462403,3.86856429794,1.27787599506,0.0936239076976
delay_CI_CI,19.5,15.3540467052,3.85657804994,1.2943077508,0.0986098106289
delay_CI_CI,19.75,15.2698717562,3.95392250415,1.25476196911,0.0958429229224
delay_CI_CI,20.0,15.5830481506,3.9454022435,1.30694641479,0.0948724972313
delay_CI_CI,20.25,15.2749676051,3.92028238454,1.27839155206,0.0971386166428
delay_CI_CI,20.5,15.2897764538,3.90759989522,1.30914984223,0.0919175224551
delay_CI_CI,20.75,14.8783381127,3.8565211655,1.29768714598,0.0879146358676
delay_CI_CI,21.0,15.1300872398,3.92086473804,1.32774153908,0.0987430429769
delay_CI_CI,21.25,15.304432138,3.89693686974,1.30296061909,0.0918968108329
delay_CI_CI,21.5,15.2888087321,3.8703331653,1.33860537211,0.0917351569386
delay_CI_CI,21.75,15.0638814937,3.82541988968,1.29680627295,0.0937178481245
delay_CI_CI,22.0,15.2398496104,3.82508509906,1.3314923925,0.0958418468837
delay_CI_CI,22.25,15.4581879401,3.91422066523,1.3551522265,0.0956771325169
delay_CI_CI,22.5,14.9849975827,3.82816364134,1.30607594572,0.101423166403
delay_CI_CI,22.75,15.4629317881,3.87254730474,1.35946731288,0.0988091911168
delay_CI_CI,23.0,15.2894231298,3.81062776665,1.3372210133,0.0961852190675
delay_CI_CI,23.25,15.0847850627,3.80574380197,1.36549198451,0.0996693457219
delay_CI_CI,23.5,15.256944918,3.81290264544,1.38076821021,0.0920374310304
delay_CI_CI,23.75,15.394365196,3.79966092565,1.36201179119,0.0982697948734
delay_CI_CI,24.0,14.9981630347,3.73666485461,1.36433817257,0.0925839360568
delay_CI_CI,24.25,15.285373934,3.82063676251,1.3358317353,0.103362296694
delay_CI_CI,24.5,14.9650207609,3.73197512979,1.36403725648,0.101453609558
delay_CI_CI,24.75,15.0323400904,3.75908040001,1.36794275263,0.097902668336
