Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,MeanFR_NG1_L4_CI_SS_L4_mean,MeanFR_NG2_L4_CI_BC_L4_mean
gL,20.0,gL_1,3.5,94.3704166667,97.175
gL,20.0,gL_1,4.5,66.8441666667,65.7166666667
gL,20.0,gL_1,5.5,21.995625,19.9708333333
gL,20.0,gL_1,6.5,3.59958333333,2.69
gL,20.0,gL_1,7.5,0.168541666667,0.0
gL,20.0,gL_1,8.5,0.071875,0.0
gL,20.0,gL_1,9.5,0.0233333333333,0.0
gL,20.0,gL_1,10.5,0.00395833333333,0.0
gL,20.0,gL_1,11.5,0.000416666666667,0.0
gL,20.0,gL_1,12.5,0.0,0.0
gL,20.0,gL_1,13.5,0.0,0.0
gL,20.0,gL_1,14.5,0.0,0.0
gL,21.0,gL_1,0.5,116.431458333,128.14
gL,21.0,gL_1,1.5,111.78875,120.583333333
gL,21.0,gL_1,2.5,106.809166667,112.5725
gL,21.0,gL_1,3.5,99.2681250001,101.534166667
gL,21.0,gL_1,4.5,71.0379166667,69.5958333333
gL,21.0,gL_1,5.5,23.8291666667,21.7216666667
gL,21.0,gL_1,6.5,11.0654166667,9.39666666667
gL,21.0,gL_1,7.5,0.168541666667,0.0
gL,21.0,gL_1,8.5,0.071875,0.0
gL,21.0,gL_1,9.5,0.0233333333333,0.0
gL,21.0,gL_1,10.5,0.00395833333333,0.0
gL,21.0,gL_1,11.5,0.000416666666667,0.0
gL,21.0,gL_1,12.5,0.0,0.0
gL,21.0,gL_1,13.5,0.0,0.0
gL,21.0,gL_1,14.5,0.0,0.0
gL,22.0,gL_1,0.5,120.159583333,130.888333333
gL,22.0,gL_1,1.5,115.775,123.691666667
gL,22.0,gL_1,2.5,111.307916667,116.25
gL,22.0,gL_1,3.5,103.6275,105.255
gL,22.0,gL_1,4.5,74.9660416667,73.0883333333
gL,22.0,gL_1,5.5,30.005,27.6058333333
gL,22.0,gL_1,6.5,12.8979166667,11.2016666667
gL,22.0,gL_1,7.5,0.168541666667,0.0
gL,22.0,gL_1,8.5,0.071875,0.0
gL,22.0,gL_1,9.5,0.0233333333333,0.0
gL,22.0,gL_1,10.5,0.00395833333333,0.0
gL,22.0,gL_1,11.5,0.000416666666667,0.0
gL,22.0,gL_1,12.5,0.0,0.0
gL,22.0,gL_1,13.5,0.0,0.0
gL,22.0,gL_1,14.5,0.0,0.0
gL,23.0,gL_1,0.5,123.744791667,133.370833333
gL,23.0,gL_1,1.5,119.675416667,126.530833333
gL,23.0,gL_1,2.5,115.32625,119.285
gL,23.0,gL_1,3.5,108.079375,108.880833333
gL,23.0,gL_1,4.5,78.6779166667,76.2808333333
gL,23.0,gL_1,5.5,31.71375,29.2225
gL,23.0,gL_1,6.5,14.1122916667,12.3575
gL,23.0,gL_1,7.5,0.168541666667,0.0
gL,23.0,gL_1,8.5,0.071875,0.0
gL,23.0,gL_1,9.5,0.0233333333333,0.0
gL,23.0,gL_1,10.5,0.00395833333333,0.0
gL,23.0,gL_1,11.5,0.000416666666667,0.0
gL,23.0,gL_1,12.5,0.0,0.0
gL,23.0,gL_1,13.5,0.0,0.0
gL,23.0,gL_1,14.5,0.0,0.0
gL,24.0,gL_1,0.5,127.149791667,135.563333333
gL,24.0,gL_1,1.5,123.275208333,128.878333333
gL,24.0,gL_1,2.5,119.287083333,122.2825
gL,24.0,gL_1,3.5,112.243125,112.078333333
gL,24.0,gL_1,4.5,81.7885416667,78.8266666666
gL,24.0,gL_1,5.5,33.2460416667,30.3975
gL,24.0,gL_1,6.5,15.1166666667,13.2725
gL,24.0,gL_1,7.5,0.168541666667,0.0
gL,24.0,gL_1,8.5,0.071875,0.0
gL,24.0,gL_1,9.5,0.0233333333333,0.0
gL,24.0,gL_1,10.5,0.00395833333333,0.0
gL,24.0,gL_1,11.5,0.000416666666667,0.0
gL,24.0,gL_1,12.5,0.0,0.0
gL,24.0,gL_1,13.5,0.0,0.0
gL,24.0,gL_1,14.5,0.0,0.0
gL,25.0,gL_1,0.5,130.45125,137.750833333
gL,25.0,gL_1,1.5,126.856666667,131.453333333
gL,25.0,gL_1,2.5,123.04375,124.999166667
gL,25.0,gL_1,3.5,116.190625,115.003333333
gL,25.0,gL_1,4.5,85.0191666667,81.3725
gL,25.0,gL_1,5.5,34.7204166667,31.6466666667
gL,25.0,gL_1,6.5,15.9141666667,13.9333333333
gL,25.0,gL_1,7.5,0.168541666667,0.0
gL,25.0,gL_1,8.5,0.071875,0.0
gL,25.0,gL_1,9.5,0.0233333333333,0.0
gL,25.0,gL_1,10.5,0.00395833333333,0.0
gL,25.0,gL_1,11.5,0.000416666666667,0.0
gL,25.0,gL_1,12.5,0.0,0.0
gL,25.0,gL_1,13.5,0.0,0.0
gL,25.0,gL_1,14.5,0.0,0.0
gL,26.0,gL_1,0.5,133.669791666,139.678333333
gL,26.0,gL_1,1.5,130.274583333,133.6775
gL,26.0,gL_1,2.5,126.639166667,127.444166667
gL,26.0,gL_1,3.5,119.937916667,117.675833333
