Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,Coherence_NG3_L4_SS_L4_Mean_mean,GrCaus_NG3_L4_SS_L4_Information_mean,NormError_SimErr_mean,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_mean
C,30.0,C_1,30.0,28.9373400738,6.01127942912,1.30157014025,0.466392934542
C,30.0,C_1,40.0,29.2238335351,6.29820023675,1.15855655886,0.556894217644
C,30.0,C_1,50.0,23.309259492,5.3841735722,0.994372199646,0.50206450482
C,30.0,C_1,60.0,15.0085689298,4.07749626781,0.589726812566,0.188018943405
C,30.0,C_1,70.0,13.6055283097,3.72943943874,0.628544458733,0.13735508934
C,30.0,C_1,80.0,12.5443614796,3.44681782353,0.696123840474,0.100029196801
C,30.0,C_1,90.0,11.5728834523,3.19364304721,0.784581207356,0.0820476790095
C,30.0,C_1,100.0,11.2846152538,3.0177891108,0.840831368035,0.0761333699809
C,30.0,C_1,110.0,10.5273322149,2.79055790233,0.881135208766,0.0704098220099
C,30.0,C_1,120.0,10.2551816954,2.71497669375,0.920098189467,0.0617119946112
C,40.0,C_1,30.0,28.3439082206,6.18862189977,1.1339737447,0.581007700714
C,40.0,C_1,40.0,29.1721725602,6.33160835918,1.14363010277,0.592201170805
C,40.0,C_1,50.0,29.1182526793,6.46822780852,0.982047637081,0.68199364232
C,40.0,C_1,60.0,16.6665526582,3.87933616222,0.886495109036,0.307028119479
C,40.0,C_1,70.0,15.472522652,4.08578123794,0.60136362814,0.186939591706
C,40.0,C_1,80.0,13.6518969011,3.56400497969,0.666225623819,0.124889219362
C,40.0,C_1,90.0,12.9211510543,3.51376238505,0.734439796389,0.101068804471
C,40.0,C_1,100.0,12.0960774271,3.35704828869,0.795116857607,0.0839926701652
C,40.0,C_1,110.0,11.792092085,3.15936102276,0.853098777352,0.0788352033896
C,40.0,C_1,120.0,11.1053698543,2.95220951885,0.904442238931,0.070849913206
C,50.0,C_1,30.0,25.0982873748,5.53535514227,1.29790488614,0.395766010617
C,50.0,C_1,40.0,28.364035593,6.33694370056,1.08508434186,0.631651363149
C,50.0,C_1,50.0,29.2028090035,6.63670927369,0.959185807968,0.679365024968
C,50.0,C_1,60.0,29.6387327669,6.63722615423,0.81309243749,0.738728941343
C,50.0,C_1,70.0,15.7808549208,4.23510465525,0.684874553406,0.204243402874
C,50.0,C_1,80.0,15.0202644215,4.08410351078,0.64826029456,0.171437317661
C,50.0,C_1,90.0,14.2256709189,3.73546678506,0.697209004938,0.123891735416
C,50.0,C_1,100.0,13.1660285869,3.45037500712,0.771496706815,0.100408391961
C,50.0,C_1,110.0,12.4349536266,3.28915828342,0.840540643993,0.0893595022503
C,50.0,C_1,120.0,11.9512177718,3.11987905005,0.89126333478,0.0792154375045
C,60.0,C_1,30.0,24.0630209763,4.83342510999,1.30325044174,0.347049423427
C,60.0,C_1,40.0,29.4483482051,6.43880867929,0.623909143879,0.663981877407
C,60.0,C_1,50.0,29.6802520568,6.72333336376,0.910650518257,0.71467357792
C,60.0,C_1,60.0,29.769793913,6.57190903676,0.802369827377,0.750140267127
C,60.0,C_1,70.0,27.2020843527,6.39039788261,0.732721333781,0.596391086837
C,60.0,C_1,80.0,16.2456895982,4.33496771816,0.637449533189,0.210502651181
C,60.0,C_1,90.0,14.995697817,3.97224709942,0.688404079625,0.164641943084
C,60.0,C_1,100.0,14.044988673,3.68100787674,0.734182447915,0.118329256626
C,60.0,C_1,110.0,13.1581139947,3.51671197091,0.811758010863,0.0979917604663
C,60.0,C_1,120.0,12.368523536,3.17597619559,0.871240339032,0.0805305765351
C,70.0,C_1,30.0,22.1890965384,4.61110125919,1.27718640766,0.315392271564
C,70.0,C_1,40.0,24.0521651076,5.57903117195,1.11357412403,0.499931641712
C,70.0,C_1,50.0,30.0353646502,7.01331619802,0.604802185134,0.721813746263
C,70.0,C_1,60.0,30.3010507505,6.88595996211,0.764365520084,0.755937704685
C,70.0,C_1,70.0,30.5068168842,6.92631440242,0.678452245924,0.783779178961
C,70.0,C_1,80.0,26.195436142,6.3456512408,0.693159971134,0.392134474657
C,70.0,C_1,90.0,15.821660314,4.20107154351,0.670862779846,0.185325056986
C,70.0,C_1,100.0,14.7774049613,3.90219831382,0.719494573166,0.146310346164
C,70.0,C_1,110.0,13.8004207857,3.62625056046,0.783611471035,0.113640386985
C,70.0,C_1,120.0,13.1435979782,3.44454987877,0.860626195772,0.0839480538025
C,80.0,C_1,30.0,22.0699066284,4.47271864486,1.2650702997,0.314667214451
C,80.0,C_1,40.0,22.9383283703,4.7530409887,1.06028476411,0.391764766014
C,80.0,C_1,50.0,29.5140791357,6.38446846151,0.481192125739,0.611648710917
C,80.0,C_1,60.0,31.1156783619,7.19540932105,0.608384514772,0.766154689171
C,80.0,C_1,70.0,30.9285913698,7.18779193815,0.652994219349,0.798054581683
C,80.0,C_1,80.0,28.3096827668,6.79448339994,0.655351736682,0.590341579
C,80.0,C_1,90.0,14.499188416,3.74994655383,0.736378751771,0.188326121921
C,80.0,C_1,100.0,15.2677065069,4.05143455748,0.704701840254,0.171023472007
C,80.0,C_1,110.0,14.231780581,3.61256151762,0.771692346725,0.118685343169
C,80.0,C_1,120.0,13.6301418974,3.56978787049,0.840651068976,0.102178740319
C,90.0,C_1,30.0,20.9303821021,4.36767248502,1.25047655294,0.292555608836
C,90.0,C_1,40.0,21.6821121075,4.49006326697,1.04521303597,0.357634183111
C,90.0,C_1,50.0,25.896325359,5.59732197539,0.718198403144,0.577975651591
