Dimension-1 Parameter,Dimension-1 Value,Coherence_NG3_L4_SS_L4_Sum_mean,GrCaus_NG3_L4_SS_L4_Information_mean,NormError_SimErr_mean,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_mean
delay_CI_CI,0.5,14.077407612,3.89297626495,1.80007709695,0.0569714209781
delay_CI_CI,0.75,14.2789344366,3.86997537967,1.76234535127,0.0574352631208
delay_CI_CI,1.0,14.1034451166,3.88159933434,1.7547362585,0.0518744862124
delay_CI_CI,1.25,13.9546600572,3.77235502115,1.73203387321,0.0543066921715
delay_CI_CI,1.5,13.7214330711,3.75217724248,1.7285555468,0.0529243560027
delay_CI_CI,1.75,13.7668630649,3.74808755501,1.72152884268,0.0527903932423
delay_CI_CI,2.0,13.6547815161,3.73501471631,1.70995410872,0.0543973596242
delay_CI_CI,2.25,13.2707941964,3.6806358029,1.67112053929,0.0524125827329
delay_CI_CI,2.5,13.4953430018,3.77033664714,1.692748628,0.0522386410712
delay_CI_CI,2.75,13.6180458821,3.77558442463,1.66224824971,0.0618768038254
delay_CI_CI,3.0,13.7891904625,3.65922722784,1.7033493814,0.056256117649
delay_CI_CI,3.25,13.8210631584,3.66753711167,1.72358215824,0.060616632031
delay_CI_CI,3.5,13.3698409113,3.68765233102,1.67451523326,0.0595436019237
delay_CI_CI,3.75,13.5778854222,3.64049077101,1.68791190052,0.0588678146935
delay_CI_CI,4.0,13.7651608122,3.68180995629,1.69480561916,0.0608401790954
delay_CI_CI,4.25,13.6585600527,3.66175908668,1.69800647638,0.0644172864206
delay_CI_CI,4.5,13.5639568797,3.68585456718,1.64136336387,0.0681472094532
delay_CI_CI,4.75,13.2226989447,3.67855561767,1.62057430018,0.0672627955937
delay_CI_CI,5.0,13.5501158708,3.76317287972,1.64937303865,0.0702208388232
delay_CI_CI,5.25,13.6079895727,3.74905635445,1.6378554089,0.0718367920144
delay_CI_CI,5.5,13.7740203536,3.63376470998,1.61448367194,0.0711184345552
delay_CI_CI,5.75,13.5953090038,3.59142022023,1.61248515477,0.0722848608002
delay_CI_CI,6.0,13.1324779204,3.62796684411,1.61460026585,0.0713542757959
delay_CI_CI,6.25,13.3545827938,3.67170017757,1.57931820102,0.0780161227133
delay_CI_CI,6.5,13.2810548495,3.66682587596,1.61241611993,0.0800348631327
delay_CI_CI,6.75,13.8273270094,3.73300015361,1.61746830991,0.0774603398036
delay_CI_CI,7.0,13.8734071896,3.71626171196,1.64395815664,0.0833927308611
delay_CI_CI,7.25,13.5381190088,3.68252705646,1.57088563091,0.089263780206
delay_CI_CI,7.5,13.6437530767,3.67146570373,1.59159350451,0.077569091242
delay_CI_CI,7.75,13.682571303,3.71641367946,1.63312914465,0.0806612285979
delay_CI_CI,8.0,13.7066279632,3.81854524129,1.58152227347,0.0866116440675
delay_CI_CI,8.25,13.7689821476,3.8146847022,1.59522460625,0.0901266111358
delay_CI_CI,8.5,13.6689871332,3.79633194049,1.6179873459,0.0916679981444
delay_CI_CI,8.75,13.7140818955,3.86829674196,1.60824870164,0.0857563774431
delay_CI_CI,9.0,13.9040925101,3.92474825605,1.63898032928,0.0889700722523
delay_CI_CI,9.25,13.8299451706,3.81954290781,1.56993328631,0.0905267862386
delay_CI_CI,9.5,13.8244019936,3.83297263781,1.63194331026,0.083947187369
delay_CI_CI,9.75,13.8905571077,3.87512043863,1.65192177317,0.0896269345555
delay_CI_CI,10.0,13.9903827425,4.03297457785,1.65727008984,0.0866873810999
delay_CI_CI,10.25,13.9415315995,3.97830980159,1.65521491948,0.0883382848063
delay_CI_CI,10.5,13.6712591321,3.87368723906,1.66937412436,0.0871472456179
delay_CI_CI,10.75,13.984258408,3.93951393441,1.69289758479,0.0824035265157
delay_CI_CI,11.0,13.7031686906,4.02631669677,1.64278056189,0.0869629721555
delay_CI_CI,11.25,13.7484083861,4.03483165839,1.64678203856,0.088586888656
delay_CI_CI,11.5,13.6843154706,3.95652169773,1.62950397771,0.0801133667313
delay_CI_CI,11.75,14.0390202381,4.1409446535,1.65339697936,0.083384603428
delay_CI_CI,12.0,13.6381694261,3.96676237878,1.66597104388,0.0862075109913
delay_CI_CI,12.25,13.8200861554,4.10833699632,1.69493404672,0.0810363721036
delay_CI_CI,12.5,13.6326229733,4.02052562416,1.67353183434,0.083339037308
delay_CI_CI,12.75,13.8574652916,4.0645078066,1.69179752364,0.0831819430486
delay_CI_CI,13.0,13.5976983165,4.03868844054,1.67860083384,0.0784446836035
delay_CI_CI,13.25,13.662875109,4.01053701176,1.7289204078,0.0761158956226
delay_CI_CI,13.5,13.4762246603,4.02795350623,1.75983398776,0.0791222467592
delay_CI_CI,13.75,13.5306842646,4.06938815769,1.77197660878,0.0757535335877
delay_CI_CI,14.0,13.8194860974,4.06909196408,1.77761504345,0.0698441839296
delay_CI_CI,14.25,13.2644808557,4.01473429588,1.74086262787,0.0715481246981
delay_CI_CI,14.5,13.265029813,4.03852115637,1.75063197747,0.0698321580098
delay_CI_CI,14.75,13.6708219715,4.04847327512,1.8086071825,0.0692297482609
delay_CI_CI,15.0,13.4953746202,4.00980467049,1.80244734862,0.06754436942
delay_CI_CI,15.25,13.5957673124,4.00255074307,1.83701781012,0.0723099910108
delay_CI_CI,15.5,13.1664513672,3.94029472158,1.82661019775,0.0667559523491
delay_CI_CI,15.75,13.2414045105,4.01540903898,1.836721616,0.0687346730885
delay_CI_CI,16.0,13.0280516712,4.02044632315,1.84692704193,0.0727362346968
delay_CI_CI,16.25,13.1969128439,3.97935662408,1.87320355492,0.0691270663523
delay_CI_CI,16.5,13.276881548,3.99321159882,1.86890109798,0.065641978367
delay_CI_CI,16.75,12.8740088444,4.00349414072,1.911379988,0.06932168204
delay_CI_CI,17.0,12.9798429256,3.92536205229,1.90444383876,0.0685273085541
delay_CI_CI,17.25,12.7109261268,3.85167862362,1.92570966131,0.0676434427814
delay_CI_CI,17.5,12.6792594883,3.86246524726,1.91074350412,0.0649688133082
delay_CI_CI,17.75,12.290014799,3.94404684292,1.92881833315,0.0645978791435
delay_CI_CI,18.0,12.5916262018,3.96176029174,1.97487822248,0.0671625126881
delay_CI_CI,18.25,12.7158738568,3.87461152634,1.99949449167,0.0578447256056
delay_CI_CI,18.5,12.4078795381,3.75086462334,2.01050901572,0.0636514641511
delay_CI_CI,18.75,12.464149506,3.85964862979,2.0608540677,0.0702354127649
delay_CI_CI,19.0,12.2193391678,3.8276221198,2.02370982786,0.0653015408998
delay_CI_CI,19.25,12.2663209601,3.81043416648,1.98903468954,0.062645193628
delay_CI_CI,19.5,12.1443269586,3.73543433178,2.01266122742,0.0650254579397
delay_CI_CI,19.75,11.8132638329,3.73509280465,2.02899157737,0.0649594670446
delay_CI_CI,20.0,12.1890775818,3.72705606775,2.11196719821,0.0631293993441
delay_CI_CI,20.25,11.9673522246,3.72076944896,2.01592539716,0.061997678222
delay_CI_CI,20.5,11.7427480209,3.76435689656,2.04630451831,0.0646201042561
delay_CI_CI,20.75,11.7920085661,3.63033586222,2.07825724965,0.0668890585899
delay_CI_CI,21.0,11.7737440323,3.78423230161,2.07207862225,0.0607137930545
delay_CI_CI,21.25,12.0379553748,3.70027086223,2.14385629744,0.0600025662868
delay_CI_CI,21.5,11.7705077117,3.59257667685,2.0878399044,0.0598340235806
delay_CI_CI,21.75,11.3250574946,3.59108456928,2.0952569124,0.0610851925894
delay_CI_CI,22.0,11.2150952208,3.60857440407,2.11313458008,0.0598306277866
delay_CI_CI,22.25,11.4771790075,3.51483157216,2.11593389028,0.0600147129415
delay_CI_CI,22.5,11.3859186696,3.54931825679,2.1048015739,0.0569602824792
delay_CI_CI,22.75,11.2628855602,3.52271805973,2.14604064508,0.0616585086116
delay_CI_CI,23.0,11.3332456593,3.49041729624,2.15925278085,0.0597622404418
delay_CI_CI,23.25,11.3878353516,3.52415223547,2.16395828633,0.0588113820529
delay_CI_CI,23.5,10.9842231341,3.53098503261,2.19215616166,0.0577396878417
delay_CI_CI,23.75,10.7530274141,3.3271900072,2.15531081608,0.0599471174225
delay_CI_CI,24.0,10.7632603477,3.5176493123,2.13902322509,0.0582546377197
delay_CI_CI,24.25,10.8169129892,3.47296600244,2.13304040514,0.0568609339295
delay_CI_CI,24.5,10.3060293709,3.31086340675,2.13991809531,0.0621205654926
delay_CI_CI,24.75,10.4814938184,3.35625213424,2.18390381465,0.0612396307963
