Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,Coherence_NG3_L4_SS_L4_Sum_accuracy,GrCaus_NG3_L4_SS_L4_Information_accuracy,NormError_SimErr_accuracy,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_accuracy,Coherence_NG3_L4_SS_L4_Sum_p,GrCaus_NG3_L4_SS_L4_Information_p,NormError_SimErr_p,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_p,Coherence_NG3_L4_SS_L4_Sum_conf_min,GrCaus_NG3_L4_SS_L4_Information_conf_min,NormError_SimErr_conf_min,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_min,Coherence_NG3_L4_SS_L4_Sum_conf_max,GrCaus_NG3_L4_SS_L4_Information_conf_max,NormError_SimErr_conf_max,TransferEntropy_NG3_L4_SS_L4_TransfEntropy_conf_max
VT,-62.0,VT_1,-40.0,0.8,0.733333333333,0.533333333333,0.8,0.0,0.0,0.007,0.0,0.614,0.541,0.343,0.614,0.923,0.877,0.717,0.923
VT,-62.0,VT_1,-37.0,0.5,0.466666666667,0.366666666667,0.766666666667,0.019,0.043,0.276,0.0,0.313,0.283,0.199,0.577,0.687,0.657,0.561,0.901
VT,-59.0,VT_1,-67.0,1.0,1.0,0.8,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.735,1.0,1.0,0.923,0.979
VT,-59.0,VT_1,-64.0,1.0,1.0,0.733333333333,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.779,1.0,1.0,0.877,0.992
VT,-59.0,VT_1,-61.0,1.0,1.0,0.566666666667,0.9,0.0,0.0,0.002,0.0,0.884,0.884,0.374,0.735,1.0,1.0,0.745,0.979
VT,-59.0,VT_1,-58.0,1.0,1.0,0.6,0.8,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.614,1.0,1.0,0.773,0.923
VT,-59.0,VT_1,-55.0,1.0,1.0,0.566666666667,0.9,0.0,0.0,0.002,0.0,0.884,0.884,0.374,0.735,1.0,1.0,0.745,0.979
VT,-59.0,VT_1,-52.0,1.0,1.0,0.466666666667,0.666666666667,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.472,1.0,1.0,0.657,0.827
VT,-59.0,VT_1,-49.0,1.0,1.0,0.5,0.766666666667,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.577,1.0,1.0,0.687,0.901
VT,-59.0,VT_1,-46.0,0.933333333333,0.966666666667,0.533333333333,0.766666666667,0.0,0.0,0.007,0.0,0.779,0.828,0.343,0.577,0.992,0.999,0.717,0.901
VT,-59.0,VT_1,-43.0,0.833333333333,0.866666666667,0.466666666667,0.766666666667,0.0,0.0,0.043,0.0,0.653,0.693,0.283,0.577,0.944,0.962,0.657,0.901
VT,-59.0,VT_1,-40.0,0.8,0.666666666667,0.4,0.633333333333,0.0,0.0,0.166,0.0,0.614,0.472,0.227,0.439,0.923,0.827,0.594,0.801
VT,-59.0,VT_1,-37.0,0.5,0.466666666667,0.433333333333,0.8,0.019,0.043,0.09,0.0,0.313,0.283,0.255,0.614,0.687,0.657,0.626,0.923
VT,-56.0,VT_1,-67.0,1.0,1.0,0.8,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.735,1.0,1.0,0.923,0.979
VT,-56.0,VT_1,-64.0,1.0,1.0,0.733333333333,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.735,1.0,1.0,0.877,0.979
VT,-56.0,VT_1,-61.0,1.0,1.0,0.633333333333,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.693,1.0,1.0,0.801,0.962
VT,-56.0,VT_1,-58.0,1.0,1.0,0.666666666667,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.779,1.0,1.0,0.827,0.992
VT,-56.0,VT_1,-55.0,1.0,1.0,0.6,0.8,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.614,1.0,1.0,0.773,0.923
VT,-56.0,VT_1,-52.0,1.0,1.0,0.466666666667,0.8,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.614,1.0,1.0,0.657,0.923
VT,-56.0,VT_1,-49.0,1.0,1.0,0.5,0.766666666667,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.577,1.0,1.0,0.687,0.901
VT,-56.0,VT_1,-46.0,0.933333333333,1.0,0.533333333333,0.833333333333,0.0,0.0,0.007,0.0,0.779,0.884,0.343,0.653,0.992,1.0,0.717,0.944
VT,-56.0,VT_1,-43.0,0.8,0.866666666667,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.614,0.693,0.283,0.506,0.923,0.962,0.657,0.853
VT,-56.0,VT_1,-40.0,0.8,0.6,0.466666666667,0.7,0.0,0.001,0.043,0.0,0.614,0.406,0.283,0.506,0.923,0.773,0.657,0.853
VT,-56.0,VT_1,-37.0,0.466666666667,0.466666666667,0.433333333333,0.8,0.043,0.043,0.09,0.0,0.283,0.283,0.255,0.614,0.657,0.657,0.626,0.923
VT,-53.0,VT_1,-67.0,1.0,1.0,0.766666666667,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.828,1.0,1.0,0.901,0.999
VT,-53.0,VT_1,-64.0,1.0,1.0,0.8,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.779,1.0,1.0,0.923,0.992
VT,-53.0,VT_1,-61.0,1.0,1.0,0.7,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.735,1.0,1.0,0.853,0.979
VT,-53.0,VT_1,-58.0,1.0,1.0,0.766666666667,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.653,1.0,1.0,0.901,0.944
VT,-53.0,VT_1,-55.0,1.0,1.0,0.533333333333,0.766666666667,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.577,1.0,1.0,0.717,0.901
VT,-53.0,VT_1,-52.0,1.0,1.0,0.466666666667,0.833333333333,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.653,1.0,1.0,0.657,0.944
VT,-53.0,VT_1,-49.0,1.0,1.0,0.5,0.833333333333,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.653,1.0,1.0,0.687,0.944
VT,-53.0,VT_1,-46.0,0.9,1.0,0.566666666667,0.766666666667,0.0,0.0,0.002,0.0,0.735,0.884,0.374,0.577,0.979,1.0,0.745,0.901
VT,-53.0,VT_1,-43.0,0.8,0.9,0.5,0.666666666667,0.0,0.0,0.019,0.0,0.614,0.735,0.313,0.472,0.923,0.979,0.687,0.827
VT,-53.0,VT_1,-40.0,0.8,0.7,0.4,0.7,0.0,0.0,0.166,0.0,0.614,0.506,0.227,0.506,0.923,0.853,0.594,0.853
VT,-53.0,VT_1,-37.0,0.466666666667,0.433333333333,0.433333333333,0.666666666667,0.043,0.09,0.09,0.0,0.283,0.255,0.255,0.472,0.657,0.626,0.626,0.827
VT,-50.0,VT_1,-67.0,1.0,1.0,0.866666666667,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.693,0.828,1.0,1.0,0.962,0.999
VT,-50.0,VT_1,-64.0,1.0,1.0,0.7,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.779,1.0,1.0,0.853,0.992
VT,-50.0,VT_1,-61.0,1.0,1.0,0.533333333333,0.833333333333,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.653,1.0,1.0,0.717,0.944
VT,-50.0,VT_1,-58.0,1.0,1.0,0.7,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.653,1.0,1.0,0.853,0.944
VT,-50.0,VT_1,-55.0,1.0,1.0,0.6,0.8,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.614,1.0,1.0,0.773,0.923
VT,-50.0,VT_1,-52.0,1.0,1.0,0.466666666667,0.866666666667,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.693,1.0,1.0,0.657,0.962
VT,-50.0,VT_1,-49.0,1.0,1.0,0.466666666667,0.833333333333,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.653,1.0,1.0,0.657,0.944
VT,-50.0,VT_1,-46.0,0.9,1.0,0.566666666667,0.8,0.0,0.0,0.002,0.0,0.735,0.884,0.374,0.614,0.979,1.0,0.745,0.923
VT,-50.0,VT_1,-43.0,0.8,0.9,0.5,0.7,0.0,0.0,0.019,0.0,0.614,0.735,0.313,0.506,0.923,0.979,0.687,0.853
VT,-50.0,VT_1,-40.0,0.833333333333,0.666666666667,0.433333333333,0.7,0.0,0.0,0.09,0.0,0.653,0.472,0.255,0.506,0.944,0.827,0.626,0.853
VT,-50.0,VT_1,-37.0,0.466666666667,0.5,0.433333333333,0.666666666667,0.043,0.019,0.09,0.0,0.283,0.313,0.255,0.472,0.657,0.687,0.626,0.827
VT,-47.0,VT_1,-67.0,1.0,1.0,0.766666666667,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.884,1.0,1.0,0.901,1.0
VT,-47.0,VT_1,-64.0,1.0,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.884,1.0,1.0,0.923,1.0
VT,-47.0,VT_1,-61.0,1.0,1.0,0.733333333333,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.735,1.0,1.0,0.877,0.979
VT,-47.0,VT_1,-58.0,1.0,1.0,0.733333333333,0.8,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.614,1.0,1.0,0.877,0.923
VT,-47.0,VT_1,-55.0,1.0,1.0,0.6,0.8,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.614,1.0,1.0,0.773,0.923
VT,-47.0,VT_1,-52.0,1.0,1.0,0.5,0.8,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.614,1.0,1.0,0.687,0.923
VT,-47.0,VT_1,-49.0,1.0,1.0,0.533333333333,0.766666666667,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.577,1.0,1.0,0.717,0.901
VT,-47.0,VT_1,-46.0,0.9,1.0,0.533333333333,0.866666666667,0.0,0.0,0.007,0.0,0.735,0.884,0.343,0.693,0.979,1.0,0.717,0.962
VT,-47.0,VT_1,-43.0,0.8,0.866666666667,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.614,0.693,0.283,0.506,0.923,0.962,0.657,0.853
VT,-47.0,VT_1,-40.0,0.833333333333,0.733333333333,0.466666666667,0.633333333333,0.0,0.0,0.043,0.0,0.653,0.541,0.283,0.439,0.944,0.877,0.657,0.801
VT,-47.0,VT_1,-37.0,0.466666666667,0.4,0.433333333333,0.766666666667,0.043,0.166,0.09,0.0,0.283,0.227,0.255,0.577,0.657,0.594,0.626,0.901
VT,-44.0,VT_1,-67.0,1.0,1.0,0.766666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.693,1.0,1.0,0.901,0.962
VT,-44.0,VT_1,-64.0,1.0,1.0,0.9,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.735,1.0,1.0,0.979,0.979
VT,-44.0,VT_1,-61.0,1.0,1.0,0.666666666667,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.828,1.0,1.0,0.827,0.999
VT,-44.0,VT_1,-58.0,1.0,1.0,0.6,0.9,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.735,1.0,1.0,0.773,0.979
VT,-44.0,VT_1,-55.0,1.0,1.0,0.5,0.733333333333,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.541,1.0,1.0,0.687,0.877
VT,-44.0,VT_1,-52.0,1.0,1.0,0.533333333333,0.9,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.735,1.0,1.0,0.717,0.979
VT,-44.0,VT_1,-49.0,1.0,1.0,0.433333333333,0.866666666667,0.0,0.0,0.09,0.0,0.884,0.884,0.255,0.693,1.0,1.0,0.626,0.962
VT,-44.0,VT_1,-46.0,0.9,1.0,0.566666666667,0.833333333333,0.0,0.0,0.002,0.0,0.735,0.884,0.374,0.653,0.979,1.0,0.745,0.944
VT,-44.0,VT_1,-43.0,0.866666666667,0.866666666667,0.433333333333,0.766666666667,0.0,0.0,0.09,0.0,0.693,0.693,0.255,0.577,0.962,0.962,0.626,0.901
VT,-44.0,VT_1,-40.0,0.833333333333,0.733333333333,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.653,0.541,0.283,0.506,0.944,0.877,0.657,0.853
VT,-44.0,VT_1,-37.0,0.466666666667,0.433333333333,0.433333333333,0.733333333333,0.043,0.09,0.09,0.0,0.283,0.255,0.255,0.541,0.657,0.626,0.626,0.877
VT,-41.0,VT_1,-67.0,1.0,1.0,0.533333333333,0.766666666667,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.577,1.0,1.0,0.717,0.901
VT,-41.0,VT_1,-64.0,1.0,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.884,1.0,1.0,0.923,1.0
VT,-41.0,VT_1,-61.0,1.0,1.0,0.8,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.693,1.0,1.0,0.923,0.962
VT,-41.0,VT_1,-58.0,1.0,1.0,0.7,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.693,1.0,1.0,0.853,0.962
VT,-41.0,VT_1,-55.0,1.0,1.0,0.533333333333,0.833333333333,0.0,0.0,0.007,0.0,0.884,0.884,0.343,0.653,1.0,1.0,0.717,0.944
VT,-41.0,VT_1,-52.0,1.0,1.0,0.466666666667,0.8,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.614,1.0,1.0,0.657,0.923
VT,-41.0,VT_1,-49.0,1.0,1.0,0.466666666667,0.8,0.0,0.0,0.043,0.0,0.884,0.884,0.283,0.614,1.0,1.0,0.657,0.923
VT,-41.0,VT_1,-46.0,0.9,1.0,0.533333333333,0.8,0.0,0.0,0.007,0.0,0.735,0.884,0.343,0.614,0.979,1.0,0.717,0.923
VT,-41.0,VT_1,-43.0,0.866666666667,0.9,0.4,0.7,0.0,0.0,0.166,0.0,0.693,0.735,0.227,0.506,0.962,0.979,0.594,0.853
VT,-41.0,VT_1,-40.0,0.833333333333,0.8,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.653,0.614,0.283,0.506,0.944,0.923,0.657,0.853
VT,-41.0,VT_1,-37.0,0.433333333333,0.433333333333,0.433333333333,0.733333333333,0.09,0.09,0.09,0.0,0.255,0.255,0.255,0.541,0.626,0.626,0.626,0.877
VT,-38.0,VT_1,-67.0,0.966666666667,1.0,0.6,0.9,0.0,0.0,0.001,0.0,0.828,0.884,0.406,0.735,0.999,1.0,0.773,0.979
VT,-38.0,VT_1,-64.0,1.0,1.0,0.833333333333,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.828,1.0,1.0,0.944,0.999
VT,-38.0,VT_1,-61.0,1.0,1.0,0.766666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.693,1.0,1.0,0.901,0.962
VT,-38.0,VT_1,-58.0,1.0,1.0,0.7,0.9,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.735,1.0,1.0,0.853,0.979
VT,-38.0,VT_1,-55.0,1.0,1.0,0.566666666667,0.833333333333,0.0,0.0,0.002,0.0,0.884,0.884,0.374,0.653,1.0,1.0,0.745,0.944
VT,-38.0,VT_1,-52.0,1.0,1.0,0.6,0.933333333333,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.779,1.0,1.0,0.773,0.992
VT,-38.0,VT_1,-49.0,1.0,1.0,0.4,0.8,0.0,0.0,0.166,0.0,0.884,0.884,0.227,0.614,1.0,1.0,0.594,0.923
VT,-38.0,VT_1,-46.0,0.933333333333,1.0,0.5,0.833333333333,0.0,0.0,0.019,0.0,0.779,0.884,0.313,0.653,0.992,1.0,0.687,0.944
VT,-38.0,VT_1,-43.0,0.9,0.966666666667,0.5,0.7,0.0,0.0,0.019,0.0,0.735,0.828,0.313,0.506,0.979,0.999,0.687,0.853
VT,-38.0,VT_1,-40.0,0.833333333333,0.8,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.653,0.614,0.283,0.506,0.944,0.923,0.657,0.853
VT,-38.0,VT_1,-37.0,0.466666666667,0.433333333333,0.433333333333,0.733333333333,0.043,0.09,0.09,0.0,0.283,0.255,0.255,0.541,0.657,0.626,0.626,0.877
VT,-35.0,VT_1,-67.0,1.0,1.0,0.733333333333,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.693,1.0,1.0,0.877,0.962
VT,-35.0,VT_1,-64.0,1.0,1.0,0.766666666667,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.828,1.0,1.0,0.901,0.999
VT,-35.0,VT_1,-61.0,1.0,1.0,0.766666666667,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.779,1.0,1.0,0.901,0.992
VT,-35.0,VT_1,-58.0,1.0,1.0,0.766666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.693,1.0,1.0,0.901,0.962
VT,-35.0,VT_1,-55.0,1.0,1.0,0.633333333333,0.833333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.653,1.0,1.0,0.801,0.944
VT,-35.0,VT_1,-52.0,1.0,1.0,0.6,0.766666666667,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.577,1.0,1.0,0.773,0.901
VT,-35.0,VT_1,-49.0,1.0,1.0,0.4,0.833333333333,0.0,0.0,0.166,0.0,0.884,0.884,0.227,0.653,1.0,1.0,0.594,0.944
VT,-35.0,VT_1,-46.0,0.933333333333,1.0,0.5,0.866666666667,0.0,0.0,0.019,0.0,0.779,0.884,0.313,0.693,0.992,1.0,0.687,0.962
VT,-35.0,VT_1,-43.0,0.933333333333,0.933333333333,0.5,0.7,0.0,0.0,0.019,0.0,0.779,0.779,0.313,0.506,0.992,0.992,0.687,0.853
VT,-35.0,VT_1,-40.0,0.833333333333,0.8,0.466666666667,0.7,0.0,0.0,0.043,0.0,0.653,0.614,0.283,0.506,0.944,0.923,0.657,0.853
VT,-35.0,VT_1,-37.0,0.466666666667,0.433333333333,0.433333333333,0.766666666667,0.043,0.09,0.09,0.0,0.283,0.255,0.255,0.577,0.657,0.626,0.626,0.901
VT,-32.0,VT_1,-67.0,0.966666666667,1.0,0.633333333333,0.766666666667,0.0,0.0,0.0,0.0,0.828,0.884,0.439,0.577,0.999,1.0,0.801,0.901
VT,-32.0,VT_1,-64.0,1.0,1.0,0.8,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.693,1.0,1.0,0.923,0.962
VT,-32.0,VT_1,-61.0,1.0,1.0,0.7,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.779,1.0,1.0,0.853,0.992
VT,-32.0,VT_1,-58.0,1.0,1.0,0.8,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.614,0.693,1.0,1.0,0.923,0.962
VT,-32.0,VT_1,-55.0,1.0,1.0,0.7,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.693,1.0,1.0,0.853,0.962
VT,-32.0,VT_1,-52.0,1.0,1.0,0.633333333333,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.439,0.577,1.0,1.0,0.801,0.901
VT,-32.0,VT_1,-49.0,1.0,1.0,0.4,0.766666666667,0.0,0.0,0.166,0.0,0.884,0.884,0.227,0.577,1.0,1.0,0.594,0.901
VT,-32.0,VT_1,-46.0,0.933333333333,1.0,0.5,0.833333333333,0.0,0.0,0.019,0.0,0.779,0.884,0.313,0.653,0.992,1.0,0.687,0.944
VT,-32.0,VT_1,-43.0,0.933333333333,0.966666666667,0.5,0.733333333333,0.0,0.0,0.019,0.0,0.779,0.828,0.313,0.541,0.992,0.999,0.687,0.877
VT,-32.0,VT_1,-40.0,0.833333333333,0.766666666667,0.466666666667,0.733333333333,0.0,0.0,0.043,0.0,0.653,0.577,0.283,0.541,0.944,0.901,0.657,0.877
VT,-32.0,VT_1,-37.0,0.466666666667,0.433333333333,0.433333333333,0.733333333333,0.043,0.09,0.09,0.0,0.283,0.255,0.255,0.541,0.657,0.626,0.626,0.877
VT,-29.0,VT_1,-67.0,0.966666666667,1.0,0.633333333333,0.833333333333,0.0,0.0,0.0,0.0,0.828,0.884,0.439,0.653,0.999,1.0,0.801,0.944
VT,-29.0,VT_1,-64.0,1.0,1.0,0.9,0.966666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.828,1.0,1.0,0.979,0.999
VT,-29.0,VT_1,-61.0,1.0,1.0,0.833333333333,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.653,0.779,1.0,1.0,0.944,0.992
VT,-29.0,VT_1,-58.0,1.0,1.0,0.9,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.735,0.779,1.0,1.0,0.979,0.992
VT,-29.0,VT_1,-55.0,1.0,1.0,0.7,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.693,1.0,1.0,0.853,0.962
VT,-29.0,VT_1,-52.0,1.0,1.0,0.666666666667,0.766666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.472,0.577,1.0,1.0,0.827,0.901
VT,-29.0,VT_1,-49.0,1.0,1.0,0.5,0.8,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.614,1.0,1.0,0.687,0.923
VT,-29.0,VT_1,-46.0,0.933333333333,1.0,0.433333333333,0.8,0.0,0.0,0.09,0.0,0.779,0.884,0.255,0.614,0.992,1.0,0.626,0.923
VT,-29.0,VT_1,-43.0,0.933333333333,0.966666666667,0.533333333333,0.733333333333,0.0,0.0,0.007,0.0,0.779,0.828,0.343,0.541,0.992,0.999,0.717,0.877
VT,-29.0,VT_1,-40.0,0.833333333333,0.766666666667,0.466666666667,0.733333333333,0.0,0.0,0.043,0.0,0.653,0.577,0.283,0.541,0.944,0.901,0.657,0.877
VT,-29.0,VT_1,-37.0,0.466666666667,0.433333333333,0.433333333333,0.733333333333,0.043,0.09,0.09,0.0,0.283,0.255,0.255,0.541,0.657,0.626,0.626,0.877
VT,-26.0,VT_1,-67.0,0.966666666667,1.0,0.633333333333,0.966666666667,0.0,0.0,0.0,0.0,0.828,0.884,0.439,0.828,0.999,1.0,0.801,0.999
VT,-26.0,VT_1,-64.0,1.0,1.0,0.733333333333,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.541,0.693,1.0,1.0,0.877,0.962
VT,-26.0,VT_1,-61.0,0.966666666667,1.0,0.733333333333,0.866666666667,0.0,0.0,0.0,0.0,0.828,0.884,0.541,0.693,0.999,1.0,0.877,0.962
VT,-26.0,VT_1,-58.0,1.0,1.0,0.7,0.933333333333,0.0,0.0,0.0,0.0,0.884,0.884,0.506,0.779,1.0,1.0,0.853,0.992
VT,-26.0,VT_1,-55.0,1.0,1.0,0.766666666667,0.866666666667,0.0,0.0,0.0,0.0,0.884,0.884,0.577,0.693,1.0,1.0,0.901,0.962
VT,-26.0,VT_1,-52.0,1.0,1.0,0.6,0.833333333333,0.0,0.0,0.001,0.0,0.884,0.884,0.406,0.653,1.0,1.0,0.773,0.944
VT,-26.0,VT_1,-49.0,1.0,1.0,0.5,0.8,0.0,0.0,0.019,0.0,0.884,0.884,0.313,0.614,1.0,1.0,0.687,0.923
